Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID04792,Male,21,Business,61.3,0.9,2.98,9.6,20,3.38
ID02570,Female,18,Computer Science,87.0,13.3,3.25,10.0,0,2.71
ID02796,Male,24,Psychology,78.4,11.4,3.83,6.1,8,3.74
ID02982,Female,18,Psychology,72.7,7.3,2.79,8.7,12,2.0
ID01021,Male,18,Economics,71.7,11.2,1.96,5.8,2,2.56
ID03892,Male,23,Engineering,87.6,8.3,3.15,5.6,2,2.38
ID02455,Female,18,Engineering,74.0,7.1,2.79,9.2,3,4.0
ID00356,Male,20,Economics,66.4,6.9,2.37,7.0,4,3.7
ID02410,Male,21,Business,94.4,5.7,1.57,4.8,1,2.34
ID00659,Female,18,Mathematics,80.5,13.6,2.1,9.2,6,2.06
ID00409,Female,18,Psychology,91.2,4.2,3.41,7.0,1,2.67
ID00304,Female,21,Mathematics,67.8,7.1,2.38,7.8,7,3.98
ID04744,Male,18,Business,40.8,3.0,3.57,6.1,6,1.93
ID00414,Female,18,Business,92.8,12.6,3.77,5.8,17,4.0
ID04216,Female,24,Business,81.7,4.4,1.6,6.5,8,3.4
ID04982,Female,24,Economics,94.3,4.0,3.39,4.3,3,1.88
ID04335,Male,22,Psychology,84.4,11.9,1.85,4.1,3,1.92
ID00681,Male,20,Economics,66.4,6.8,2.75,7.5,15,2.48
ID00280,Female,23,Engineering,80.6,7.7,3.25,8.3,11,2.58
ID01538,Female,21,Engineering,72.1,6.6,2.82,7.5,15,2.49
ID03396,Female,22,Economics,83.9,6.8,2.29,4.8,14,2.74
ID04958,Male,24,Economics,66.4,13.4,1.91,9.8,19,3.5
ID04983,Female,22,Engineering,74.0,10.6,2.79,6.0,10,2.68
ID02819,Female,22,Economics,91.0,8.2,2.6,4.5,6,2.63
ID03083,Male,18,Engineering,62.4,6.3,2.05,5.6,15,3.25
ID00951,Male,21,Engineering,77.3,1.1,3.57,6.3,11,2.71
ID02240,Female,20,Economics,75.7,2.8,2.57,6.8,1,2.89
ID04005,Male,22,Economics,90.4,1.3,3.38,8.5,12,2.95
ID03358,Male,22,Psychology,97.8,9.0,3.44,5.0,0,2.21
ID00876,Male,19,Engineering,49.1,7.8,2.84,5.4,18,3.3
ID01284,Male,19,Business,63.8,3.7,2.12,4.6,13,3.37
ID02579,Male,22,Engineering,92.5,14.0,3.96,6.4,3,2.48
ID04498,Male,19,Engineering,75.6,9.3,3.97,7.7,12,3.84
ID04371,Male,23,Psychology,50.1,8.4,3.34,6.2,9,2.15
ID01898,Male,20,Psychology,92.2,3.7,3.21,7.6,2,3.86
ID03419,Male,18,Mathematics,68.8,7.9,2.77,9.6,6,2.94
ID04506,Male,18,Engineering,61.5,4.2,3.77,6.3,0,3.05
ID01898,Female,21,Psychology,94.3,8.3,2.88,7.8,3,2.07
ID02142,Female,24,Economics,60.1,7.3,2.92,5.3,0,1.72
ID01461,Male,20,Business,59.4,11.5,3.35,6.4,0,3.52
ID01228,Female,24,Mathematics,65.0,3.7,2.01,6.5,3,3.52
ID01081,Male,21,Mathematics,49.1,1.5,3.44,5.5,2,3.7
ID04565,Male,21,Economics,40.1,8.5,3.29,6.6,19,2.0
ID02856,Male,24,Engineering,64.1,1.1,2.29,8.3,8,3.65
ID00271,Male,20,Mathematics,68.0,8.5,2.34,8.4,2,2.45
ID02587,Female,21,Economics,64.9,8.6,1.99,6.3,9,1.99
ID02390,Female,22,Mathematics,62.2,11.9,2.17,7.2,19,3.0
ID01236,Female,22,Mathematics,57.0,8.0,1.96,9.8,9,3.77
ID01604,Male,21,Business,48.5,5.4,2.6,9.6,13,2.83
ID00079,Male,19,Psychology,70.0,3.7,2.04,4.3,18,2.61
ID03225,Male,23,Psychology,70.5,10.6,2.68,5.7,7,2.61
ID03730,Female,24,Psychology,62.1,7.2,3.26,9.8,17,1.63
ID00737,Female,21,Computer Science,43.3,3.8,2.91,6.4,12,2.61
ID04567,Male,18,Psychology,98.9,12.2,3.23,9.3,1,3.32
ID01084,Male,19,Business,89.9,2.3,2.42,9.6,17,2.65
ID00831,Male,24,Engineering,70.8,1.6,2.51,7.6,1,3.55
ID01862,Female,23,Engineering,49.9,4.8,1.92,7.2,11,3.09
ID04964,Male,22,Business,99.4,9.2,2.99,8.5,7,2.02
ID03846,Female,21,Computer Science,69.7,5.6,2.33,7.0,20,3.44
ID04819,Male,21,Psychology,92.6,3.0,3.67,4.8,10,2.09
ID02849,Female,22,Engineering,81.4,1.6,1.84,7.3,6,2.19
ID04580,Male,18,Psychology,96.5,6.9,3.73,7.2,11,2.03
ID02423,Male,22,Economics,82.3,7.5,2.92,4.7,3,3.17
ID04981,Male,24,Computer Science,69.2,10.6,2.24,9.5,19,2.16
ID02256,Male,19,Business,54.6,2.0,1.85,5.4,15,3.49
ID01486,Male,22,Mathematics,93.3,3.5,2.76,4.0,0,3.9
ID03030,Female,24,Economics,70.0,3.2,2.85,7.2,12,3.16
ID03901,Male,19,Economics,47.6,8.4,2.28,6.6,18,2.45
ID04559,Male,22,Psychology,62.9,3.1,2.86,9.0,2,2.07
ID03807,Female,21,Engineering,61.9,9.9,1.96,6.6,16,3.36
ID00055,Male,23,Computer Science,47.2,8.8,3.4,4.3,8,2.2
ID01315,Female,24,Computer Science,61.0,2.2,3.96,6.9,15,3.04
ID03279,Female,21,Engineering,68.6,13.2,3.33,4.4,10,3.68
ID02662,Male,23,Engineering,68.0,0.1,2.03,8.3,1,3.28
ID01052,Female,24,Engineering,85.3,6.1,3.51,7.6,11,3.21
ID02852,Female,20,Psychology,91.2,2.7,2.68,7.0,3,2.84
ID04131,Female,20,Computer Science,82.6,13.0,3.15,4.3,5,2.15
ID03934,Female,18,Psychology,80.3,8.3,2.82,8.4,9,2.41
ID00696,Female,20,Business,58.5,11.7,2.82,4.1,2,1.53
ID02822,Female,21,Psychology,50.9,3.4,3.95,7.3,16,2.55
ID03702,Female,24,Computer Science,96.2,3.7,2.1,6.1,1,2.7
ID01952,Female,21,Mathematics,72.0,0.8,2.22,8.6,6,3.4
ID04206,Male,18,Economics,77.0,2.1,2.41,7.0,1,3.85
ID02974,Female,22,Mathematics,86.3,9.2,2.94,6.5,8,1.93
ID00652,Male,23,Mathematics,90.0,0.8,3.35,8.5,2,2.91
ID02383,Male,18,Business,95.0,8.6,2.99,6.1,1,2.33
ID04059,Male,20,Engineering,56.9,8.5,2.76,6.6,0,2.29
ID00827,Male,21,Psychology,99.1,7.0,2.41,7.4,13,3.97
ID02145,Female,23,Business,99.1,2.1,1.89,8.5,5,2.68
ID02903,Male,20,Engineering,94.6,4.5,3.49,4.3,14,2.74
ID04476,Female,18,Psychology,66.1,3.8,3.55,7.1,10,2.87
ID01359,Female,19,Economics,49.5,7.9,3.47,9.5,1,2.9
ID02563,Female,21,Economics,69.2,1.8,3.7,8.4,19,3.25
ID00776,Female,22,Computer Science,83.6,0.6,3.01,9.8,6,3.0
ID04644,Male,21,Economics,74.4,2.5,3.48,6.3,18,3.6
ID01882,Male,23,Engineering,65.5,5.4,2.94,9.3,17,3.78
ID01219,Female,22,Business,78.3,5.1,2.53,9.6,8,2.14
ID02352,Female,24,Business,59.2,6.1,2.39,8.7,16,3.66
ID01953,Male,23,Mathematics,85.9,0.6,1.85,4.6,1,3.36
ID01144,Male,22,Psychology,85.7,9.4,2.05,7.6,2,3.53
ID02821,Female,22,Psychology,91.7,1.8,1.65,7.5,5,2.34
ID03769,Male,24,Mathematics,83.5,6.2,3.61,4.3,0,3.77
ID04395,Male,18,Computer Science,75.1,8.5,2.05,8.2,6,2.17
ID04985,Male,18,Computer Science,87.1,12.8,3.84,5.4,7,2.7
ID03722,Female,19,Mathematics,49.9,3.4,4.0,4.3,19,3.11
ID03207,Male,21,Engineering,59.1,6.4,2.92,8.0,19,1.99
ID02651,Male,19,Mathematics,49.6,4.8,2.99,7.4,11,3.03
ID04389,Female,20,Computer Science,43.8,12.4,1.95,6.4,8,3.6
ID00138,Female,20,Mathematics,79.3,3.6,3.39,5.6,1,3.96
ID00171,Female,24,Economics,89.0,5.2,3.9,8.4,11,2.51
ID01593,Female,21,Computer Science,54.3,6.3,1.69,7.3,13,2.28
ID03598,Male,22,Engineering,99.1,0.8,2.1,8.3,13,2.78
ID03281,Female,22,Computer Science,68.3,0.3,3.41,9.7,0,2.25
ID03553,Male,22,Engineering,89.4,10.8,3.88,4.6,15,2.19
ID01846,Male,19,Economics,40.8,9.9,3.31,7.4,5,2.6
ID04958,Male,19,Psychology,98.6,12.9,3.85,8.4,5,2.93
ID00771,Male,18,Psychology,51.3,9.1,3.57,5.5,5,3.24
ID02200,Female,22,Economics,83.0,6.7,2.65,9.8,5,3.79
ID03559,Female,18,Business,95.2,14.0,2.81,5.5,11,3.45
ID01238,Male,18,Economics,83.6,9.3,2.65,4.1,9,3.62
ID04514,Male,19,Mathematics,67.4,8.0,1.89,7.9,5,2.5
ID03740,Female,22,Computer Science,80.3,8.6,3.2,6.4,12,1.99
ID03924,Male,22,Economics,84.2,5.3,1.98,6.1,5,3.79
ID03876,Female,19,Computer Science,84.3,3.2,2.69,9.9,19,3.13
ID02114,Male,22,Economics,82.4,0.3,3.8,5.0,12,3.9
ID01649,Male,23,Psychology,89.5,8.3,2.59,8.7,8,2.0
ID01778,Male,23,Economics,47.6,8.3,2.55,8.7,19,2.17
ID02619,Female,19,Engineering,83.1,3.7,3.53,4.1,1,3.09
ID00009,Female,19,Computer Science,58.1,3.5,3.44,8.8,17,4.0
ID02773,Male,22,Engineering,47.7,4.5,2.49,5.3,0,3.81
ID00376,Male,21,Mathematics,92.0,9.0,3.09,6.6,18,3.09
ID03496,Male,18,Engineering,57.9,9.5,2.79,4.4,15,3.57
ID04002,Female,21,Mathematics,70.9,3.4,1.78,5.4,17,1.6
ID00775,Female,21,Economics,92.0,7.2,2.04,8.0,8,3.67
ID00215,Male,24,Economics,61.7,13.2,2.18,5.1,1,2.88
ID00859,Female,24,Mathematics,61.0,0.5,2.49,9.1,6,3.26
ID01817,Male,20,Computer Science,71.1,0.1,2.65,7.4,0,1.84
ID01554,Male,22,Mathematics,80.2,2.6,2.6,4.1,16,2.06
ID03013,Male,21,Mathematics,42.8,11.9,3.36,9.0,8,3.32
ID01001,Female,18,Mathematics,84.9,1.7,3.53,7.5,13,3.83
ID01580,Male,18,Engineering,79.1,13.7,2.48,7.1,13,2.95
ID03574,Male,19,Computer Science,72.4,12.5,2.25,8.7,3,2.64
ID04874,Female,24,Business,51.6,13.7,2.51,7.4,2,3.82
ID02131,Male,18,Business,80.5,3.0,3.28,6.2,20,3.9
ID02153,Male,18,Engineering,60.2,11.9,3.26,9.0,9,1.16
ID03166,Male,23,Psychology,84.2,6.8,3.63,5.9,17,2.51
ID02872,Female,18,Engineering,57.6,10.5,2.15,4.3,15,2.51
ID04313,Female,21,Computer Science,69.2,8.2,3.76,10.0,2,2.54
ID02211,Female,22,Economics,43.0,8.7,1.96,5.9,13,3.1
ID04639,Male,23,Psychology,86.9,0.3,3.23,6.9,3,3.08
ID00787,Male,20,Mathematics,59.2,12.5,2.95,9.4,20,1.66
ID04794,Female,21,Computer Science,60.7,7.6,1.35,6.5,9,3.0
ID00976,Male,23,Psychology,99.3,3.1,3.21,6.5,6,3.27
ID01841,Female,18,Computer Science,61.8,6.9,3.5,7.7,6,3.51
ID03278,Female,18,Psychology,89.5,11.8,3.51,5.9,1,4.0
ID02672,Female,22,Economics,67.9,0.8,3.86,5.6,14,2.46
ID04675,Female,22,Engineering,61.1,6.7,2.67,9.0,6,3.72
ID01710,Female,18,Business,86.9,7.6,3.41,8.7,16,1.87
ID01619,Female,22,Business,74.4,2.2,2.26,5.5,1,3.33
ID02724,Female,19,Computer Science,86.8,6.4,2.9,6.9,16,3.32
ID00562,Male,19,Mathematics,86.8,6.5,3.96,9.4,15,3.45
ID03757,Male,23,Economics,54.0,7.2,2.4,4.9,0,3.15
ID01006,Male,18,Mathematics,69.4,8.7,2.92,9.2,3,3.52
ID01787,Male,20,Business,76.0,4.6,3.53,8.4,0,3.72
ID03236,Male,22,Psychology,67.8,8.4,3.82,4.2,1,2.5
ID04068,Female,21,Engineering,66.1,4.4,2.53,5.5,14,2.81
ID00678,Male,22,Engineering,87.5,10.8,1.93,9.7,0,3.55
ID01539,Male,22,Business,86.2,5.1,2.67,8.9,8,2.64
ID01645,Female,18,Economics,40.4,10.1,2.66,8.1,16,3.2
ID03241,Male,21,Business,67.3,10.7,3.05,9.5,16,3.89
ID04726,Female,19,Computer Science,54.1,1.1,3.24,7.0,0,1.65
ID03118,Female,18,Computer Science,75.5,1.7,3.78,5.5,5,2.07
ID00956,Male,19,Business,60.1,8.5,3.82,4.3,16,3.97
ID03378,Male,20,Business,55.2,1.8,3.45,4.8,15,2.59
ID02893,Female,23,Engineering,82.6,9.7,2.85,7.3,0,3.45
ID00741,Male,21,Business,74.2,7.7,2.28,8.5,2,1.88
ID03462,Male,21,Economics,77.7,6.6,2.05,7.6,1,1.63
ID04632,Male,23,Psychology,89.7,2.2,3.75,5.1,10,3.11
ID00555,Male,24,Engineering,92.2,13.0,3.39,8.7,7,3.22
ID04967,Male,19,Business,81.8,9.2,1.87,8.6,3,2.91
ID01629,Male,22,Psychology,87.1,8.3,1.71,4.8,9,3.06
ID04204,Male,24,Computer Science,80.3,13.5,2.77,9.9,19,3.35
ID00960,Male,18,Mathematics,92.9,2.6,2.33,6.8,14,2.32
ID00291,Male,19,Engineering,70.0,0.2,3.07,9.7,1,2.78
ID04776,Male,21,Computer Science,97.8,5.7,2.55,4.7,19,1.46
ID03490,Female,22,Psychology,59.6,6.8,3.6,9.2,13,2.3
ID01190,Male,19,Psychology,60.2,12.0,3.35,7.2,6,2.18
ID01159,Male,18,Computer Science,58.3,7.9,2.33,4.0,3,3.58
ID00256,Female,21,Engineering,89.8,1.4,2.39,7.4,5,3.5
ID04476,Female,18,Computer Science,62.1,0.7,2.62,7.2,6,2.6
ID00345,Male,18,Economics,80.3,12.4,3.31,6.0,16,2.91
ID04397,Male,21,Engineering,89.4,0.8,3.93,9.6,6,3.0
ID00205,Male,21,Mathematics,59.5,3.9,2.09,6.7,6,3.61
ID02489,Female,20,Engineering,65.4,2.1,3.77,6.2,5,3.61
ID04606,Male,22,Engineering,59.6,6.9,2.63,9.6,16,1.6
ID02183,Female,18,Mathematics,78.1,11.9,2.33,8.4,14,3.37
ID04636,Female,20,Psychology,84.9,4.0,2.82,5.4,7,3.07
ID02296,Male,18,Engineering,50.8,1.2,3.96,4.6,18,2.57
ID03563,Female,22,Economics,91.2,1.1,2.45,4.2,7,2.97
ID03727,Female,18,Economics,59.8,8.5,3.41,4.2,17,1.82
ID02023,Female,20,Economics,92.1,5.9,3.88,9.6,12,2.5
ID03585,Female,24,Psychology,91.1,13.5,3.46,5.4,10,2.5
ID02296,Male,23,Engineering,52.0,6.9,3.5,6.7,6,2.0
ID04419,Male,20,Psychology,93.6,6.6,3.01,9.2,8,3.45
ID03870,Female,23,Business,93.7,11.7,3.66,4.9,13,3.52
ID04282,Female,23,Engineering,60.9,6.3,2.15,6.3,6,3.73
ID01110,Female,19,Business,68.6,3.0,3.22,8.3,10,3.63
ID00679,Female,22,Computer Science,84.6,4.5,2.9,9.7,18,2.32
ID00023,Female,18,Engineering,49.3,12.6,3.87,4.5,11,2.07
ID04158,Male,18,Psychology,99.3,2.1,3.29,5.4,6,2.76
ID00423,Male,19,Computer Science,62.8,12.2,3.63,7.6,13,2.81
ID03139,Male,19,Economics,74.1,7.4,3.3,5.3,0,2.35
ID00255,Female,21,Psychology,93.8,9.9,3.99,4.0,7,3.5
ID00887,Male,23,Computer Science,96.2,10.1,2.39,4.4,0,2.35
ID02258,Male,20,Business,72.7,1.2,3.25,5.1,3,2.29
ID01896,Female,18,Economics,66.6,3.6,2.63,7.6,0,2.44
ID02508,Female,18,Computer Science,99.6,2.5,2.6,4.8,13,2.15
ID00656,Female,22,Psychology,59.5,2.0,2.3,4.8,0,1.6
ID00639,Male,23,Economics,80.6,4.5,2.1,9.1,15,3.48
ID00278,Male,24,Mathematics,63.8,4.9,3.24,5.0,6,3.9
ID02156,Male,22,Engineering,90.9,7.2,3.48,5.1,12,2.52
ID04528,Male,19,Engineering,53.7,11.1,2.54,8.9,1,3.52
ID03574,Male,21,Business,80.9,6.0,2.27,4.3,19,2.9
ID00312,Male,24,Economics,90.7,10.4,3.11,8.7,13,1.43
ID01706,Male,20,Economics,56.9,8.1,1.99,9.1,6,3.71
ID00298,Male,18,Computer Science,71.4,2.6,2.67,4.0,2,2.6
ID00173,Female,19,Economics,97.3,9.3,3.71,9.1,4,1.89
ID04696,Female,22,Economics,88.2,0.9,3.04,7.6,4,3.3
ID00896,Male,22,Business,73.1,10.3,3.94,9.0,4,3.96
ID02870,Male,23,Mathematics,91.2,13.3,2.39,6.6,13,3.78
ID01466,Male,23,Business,61.3,7.4,1.96,4.5,11,3.01
ID04277,Female,18,Business,55.1,2.0,2.47,6.7,13,3.14
ID01698,Female,20,Mathematics,67.3,4.2,3.63,4.0,7,2.75
ID01641,Female,22,Business,72.9,13.9,1.84,7.5,5,2.3
ID03127,Male,23,Economics,62.0,10.8,1.78,5.8,3,3.83
ID01513,Male,20,Mathematics,58.2,13.3,3.4,6.0,5,3.34
ID01266,Female,23,Computer Science,60.0,11.4,1.69,9.1,10,3.76
ID03426,Male,18,Mathematics,88.7,5.6,2.48,6.4,17,3.49
ID03856,Female,22,Economics,72.8,6.8,2.25,8.0,4,3.37
ID00657,Female,22,Computer Science,64.0,0.5,3.72,8.4,16,3.43
ID00349,Male,23,Economics,52.7,9.8,1.87,8.6,8,2.09
ID03116,Male,23,Business,99.0,12.4,1.87,4.8,8,3.31
ID01505,Male,23,Business,88.1,11.2,3.39,6.2,13,3.28
ID02762,Female,22,Economics,67.2,9.4,2.3,4.1,0,3.42
ID04414,Male,18,Economics,59.7,8.4,2.36,8.8,2,3.06
ID00632,Female,18,Engineering,85.6,6.6,2.49,9.4,1,3.22
ID01299,Male,22,Computer Science,90.2,6.9,1.91,8.4,20,3.61
ID03474,Female,22,Business,77.9,11.1,3.89,6.3,19,2.18
ID01040,Female,22,Business,71.8,1.4,2.41,8.4,0,2.0
ID04557,Female,21,Psychology,81.9,7.5,2.8,5.3,17,2.66
ID03214,Female,24,Mathematics,78.2,10.7,3.21,4.7,16,1.66
ID00044,Male,20,Economics,62.1,7.9,2.61,7.8,15,2.93
ID04535,Male,18,Economics,90.7,3.7,3.03,7.2,12,2.17
ID03578,Female,21,Psychology,63.2,11.2,1.95,8.1,6,3.99
ID02747,Male,21,Engineering,88.8,4.0,2.59,5.8,2,2.27
ID02942,Female,21,Computer Science,66.5,4.0,2.07,9.5,18,3.03
ID02521,Female,18,Psychology,90.0,10.9,3.0,9.1,6,3.47
ID04287,Female,18,Mathematics,74.4,4.1,3.47,8.3,6,2.65
ID02870,Female,23,Psychology,66.5,6.7,3.58,5.1,6,2.45
ID03053,Male,24,Mathematics,70.2,2.2,3.21,9.5,13,3.47
ID03337,Female,22,Mathematics,68.8,9.6,3.55,7.9,6,1.57
ID03703,Female,21,Engineering,94.9,11.1,3.56,6.8,2,3.71
ID02111,Male,21,Mathematics,46.7,6.2,2.6,7.2,6,3.22
ID03861,Male,18,Computer Science,43.8,0.7,1.35,8.7,8,3.98
ID02081,Male,20,Economics,86.7,0.2,2.66,9.0,3,3.82
ID03622,Female,22,Mathematics,58.2,1.7,1.92,4.7,15,2.71
ID02328,Male,18,Mathematics,78.4,6.3,2.79,6.2,14,2.3
ID03835,Male,22,Engineering,63.8,4.9,3.95,5.5,17,3.65
ID04676,Male,21,Business,74.0,1.3,2.68,7.9,5,2.46
ID03284,Male,23,Mathematics,88.2,1.7,1.9,5.8,19,1.89
ID03864,Female,20,Business,94.0,7.5,3.3,5.0,0,2.5
ID01254,Male,19,Computer Science,79.2,10.3,2.02,8.7,3,3.08
ID02080,Male,21,Economics,62.8,0.9,1.98,6.3,20,3.41
ID01152,Female,23,Engineering,69.4,0.2,2.99,5.8,6,2.86
ID03960,Female,21,Engineering,94.5,11.9,1.99,4.0,7,2.6
ID02664,Female,20,Psychology,73.1,4.5,2.87,10.0,14,3.89
ID00441,Female,21,Economics,65.6,5.5,1.97,9.0,12,3.71
ID01715,Male,23,Business,59.3,3.4,3.75,6.3,15,3.6
ID00838,Female,18,Business,99.1,5.1,2.31,5.6,2,2.76
ID02026,Male,20,Computer Science,72.5,11.8,2.72,8.2,8,3.75
ID03514,Male,23,Engineering,46.7,0.9,1.81,4.9,6,3.15
ID03795,Female,24,Mathematics,70.9,10.8,3.31,8.2,7,3.61
ID02826,Male,20,Psychology,54.1,8.5,3.87,5.0,14,2.7
ID04867,Male,22,Business,66.8,8.4,2.66,4.1,19,3.93
ID00568,Male,22,Computer Science,49.3,13.6,3.35,5.0,3,2.69
ID03971,Male,22,Engineering,92.6,4.2,3.84,9.6,15,1.57
ID00500,Female,21,Psychology,74.5,12.2,3.43,8.3,13,2.83
ID02076,Male,21,Economics,89.3,12.4,3.19,4.3,5,1.89
ID04927,Female,21,Economics,35.2,10.1,3.82,4.3,1,2.29
ID02118,Female,20,Engineering,92.1,10.4,2.51,8.1,3,2.32
ID04215,Female,18,Economics,60.6,4.1,3.03,6.7,1,3.43
ID00865,Female,23,Psychology,53.7,5.8,2.92,5.4,15,2.23
ID01823,Male,22,Computer Science,91.7,11.3,3.08,5.0,9,3.7
ID04008,Male,18,Economics,94.6,5.4,2.35,4.8,5,2.25
ID03883,Female,18,Engineering,61.2,2.7,1.59,5.9,15,3.77
ID03055,Female,20,Engineering,34.4,4.6,2.49,9.6,13,2.58
ID03777,Female,20,Computer Science,89.9,11.1,1.63,4.1,8,1.16
ID03276,Female,18,Business,94.3,6.6,1.95,7.5,13,2.26
ID04021,Female,24,Mathematics,65.7,10.2,2.8,8.7,1,2.29
ID02369,Female,18,Psychology,54.2,8.9,3.59,7.6,15,2.07
ID04273,Female,18,Computer Science,58.9,6.8,3.88,7.0,7,2.65
ID00198,Female,20,Mathematics,64.2,4.7,2.81,9.5,1,2.85
ID00997,Female,19,Business,79.8,14.0,2.61,4.6,6,3.91
ID04132,Female,21,Economics,95.4,9.3,1.89,10.0,3,2.53
ID01678,Female,24,Mathematics,93.8,5.0,3.85,9.4,19,2.68
ID02822,Male,18,Psychology,77.2,3.8,2.0,10.0,11,2.72
ID03632,Male,18,Engineering,56.1,5.9,3.65,4.9,7,2.19
ID00206,Male,21,Computer Science,47.2,2.2,2.99,10.0,4,2.12
ID02167,Female,20,Economics,90.3,6.4,3.26,9.4,14,2.43
ID02077,Female,21,Economics,85.6,5.5,3.83,7.0,14,3.2
ID03646,Female,20,Business,74.8,9.8,2.79,10.0,8,2.12
ID00608,Male,18,Engineering,58.9,1.4,2.34,5.0,12,2.86
ID02423,Male,20,Economics,46.7,11.8,2.33,8.3,7,3.51
ID02653,Female,22,Computer Science,72.8,1.2,3.67,4.2,10,3.68
ID03349,Male,18,Economics,85.5,3.0,2.35,4.6,14,3.38
ID00588,Male,18,Business,56.6,11.8,2.08,7.4,3,1.16
ID00942,Female,23,Business,49.6,4.2,2.64,5.5,15,2.08
ID01364,Male,18,Psychology,76.0,8.8,2.73,5.8,17,2.72
ID02070,Male,23,Psychology,76.0,4.5,3.02,9.0,15,2.16
ID00601,Female,22,Computer Science,74.3,10.0,3.13,9.3,9,2.86
ID02195,Male,23,Economics,54.5,13.2,2.84,5.2,7,2.36
ID04615,Female,18,Mathematics,47.6,6.6,3.24,6.5,17,3.59
ID00073,Female,18,Psychology,86.3,9.3,3.81,9.4,0,3.22
ID00265,Female,22,Business,82.6,2.1,3.36,4.8,13,3.07
ID00875,Male,20,Psychology,51.8,5.9,2.92,8.7,6,3.77
ID03671,Female,18,Psychology,95.7,0.8,2.92,4.3,13,3.34
ID02118,Male,23,Economics,55.5,0.6,2.0,5.8,19,3.23
ID00539,Male,24,Psychology,71.9,1.7,2.05,4.1,8,2.62
ID00115,Male,20,Computer Science,82.8,3.6,1.63,8.9,6,2.91
ID00721,Female,20,Mathematics,88.1,1.6,2.51,7.5,14,2.06
ID01977,Male,21,Engineering,85.9,12.4,3.22,9.8,9,3.6
ID00303,Female,22,Computer Science,86.5,10.6,1.96,9.6,2,2.31
ID03363,Male,18,Business,97.7,2.2,3.9,4.1,10,3.31
ID00025,Male,22,Computer Science,49.7,12.4,3.7,4.9,6,3.95
ID00399,Male,22,Engineering,97.4,7.6,3.51,9.4,1,3.72
