Age,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Gender_Female,Gender_Male,Major_Business,Major_Computer Science,Major_Economics,Major_Engineering,Major_Mathematics,Major_Psychology
0.42336914,0.70047516,0.5134285,0.46449056,0.6054001,0.33555934,0.7658224,0.42098463,0.3901582,0.32268345,0.58838457,0.19597866,0.6061288,0.5744413,0.31484854
0.6893024,0.32258248,0.5964641,0.3000107,0.57066095,0.41004935,0.48512486,0.63370204,0.43296066,0.39491355,0.47619832,0.76482016,0.38327253,0.37522689,0.7958287
0.5527887,0.6269095,0.3820669,0.74867934,0.35833937,0.45986384,0.36224943,0.2502791,0.8198655,0.4050971,0.60118836,0.6361674,0.30454433,0.34421355,0.6498287
0.714632,0.6093081,0.2801429,0.7802157,0.20452222,0.56719196,0.70566356,0.50198054,0.66001844,0.45207733,0.73424596,0.19196613,0.647468,0.2086187,0.77439857
0.53593165,0.36212954,0.544795,0.33173656,0.50777423,0.24971788,0.48547238,0.36192372,0.40581134,0.50178516,0.56130683,0.33136567,0.6032766,0.59066105,0.24898292
0.77442443,0.4866504,0.46214077,0.59099025,0.3023884,0.43889365,0.32308146,0.5256452,0.7921101,0.5736459,0.68769217,0.8139479,0.37470302,0.5065791,0.61825633
0.4985469,0.590668,0.38460618,0.79190356,0.38850498,0.70687056,0.26332298,0.5121302,0.47626838,0.6278794,0.20273969,0.71690845,0.7286018,0.5046829,0.5062107
0.33004338,0.506662,0.42466697,0.36046734,0.51353014,0.6931438,0.6963613,0.5898323,0.5261316,0.67997324,0.34998435,0.5931321,0.51267356,0.4664771,0.56876606
0.58682233,0.26007405,0.65939975,0.34295505,0.6166191,0.8039765,0.52370214,0.79363817,0.074013114,0.59724635,0.33712792,0.588545,0.47617882,0.7239753,0.4483001
0.71918654,0.4872101,0.48544338,0.71236557,0.2653271,0.28082272,0.42013583,0.6025523,0.5826966,0.48766956,0.41043022,0.41010922,0.6899693,0.40985918,0.7022881
0.5618059,0.7496982,0.41424093,0.67421,0.59351605,0.6375917,0.62674284,0.5417826,0.63599926,0.58268243,0.24577537,0.39623994,0.669994,0.65387934,0.36047685
0.29875574,0.4905746,0.45713198,0.35600913,0.40693688,0.20042479,0.74972004,0.6933996,0.61381704,0.61136895,0.5297614,0.41084546,0.76590973,0.41739616,0.42154366
0.8129461,0.18275425,0.7352761,0.30002904,0.4347107,0.3992522,0.31827056,0.523229,0.56225914,0.48108596,0.77298474,0.58539903,0.18501227,0.7806886,0.29121852
0.57269675,0.2982576,0.5477008,0.56777555,0.3963023,0.4029164,0.59493196,0.55044127,0.54550254,0.3838252,0.52132666,0.2533558,0.38358003,0.63555974,0.28644663
0.19770113,0.78478026,0.44001898,0.4696293,0.8393273,0.3607172,0.47987953,0.50967574,0.6514356,0.40309674,0.30015615,0.6856665,0.64064246,0.4013935,0.607307
0.69504297,0.4881222,0.4542345,0.48845562,0.47099027,0.6357474,0.5726345,0.67119163,0.47974026,0.8168508,0.25563917,0.38637304,0.5858853,0.5982599,0.34030202
0.32665908,0.3544187,0.83787256,0.23414464,0.6732105,0.37605223,0.76511705,0.5719063,0.6630851,0.30057964,0.76260704,0.36399096,0.30968758,0.54444534,0.4646809
0.59028006,0.36532164,0.4074129,0.6725234,0.3398592,0.5381232,0.5743826,0.4162489,0.6412978,0.6114889,0.41163522,0.27793753,0.54681695,0.24062148,0.795798
0.23433433,0.68866295,0.7354143,0.6314055,0.8639757,0.40257934,0.1574087,0.49971545,0.6616419,0.2597954,0.5533162,0.68430614,0.5529972,0.6096272,0.3677072
0.33721468,0.5769359,0.48059103,0.45642537,0.51965123,0.49161515,0.6906664,0.48736683,0.80306834,0.46152773,0.38286096,0.768652,0.625436,0.4181167,0.7767749
0.55853444,0.66983116,0.28344342,0.5663231,0.42133534,0.46816596,0.6774376,0.2713989,0.85434604,0.648679,0.516126,0.4257661,0.5101437,0.2710384,0.486787
0.59335405,0.45063648,0.7581715,0.52198744,0.43194142,0.5657727,0.68676347,0.7382652,0.5490739,0.4622987,0.5285191,0.2547147,0.5430498,0.48760435,0.79474324
0.48217267,0.6273621,0.4197683,0.42363033,0.6510148,0.5641333,0.3605929,0.66117275,0.50246215,0.26902616,0.6221198,0.5717772,0.5568924,0.4813073,0.6703011
0.25860122,0.7877352,0.46111295,0.56155676,0.7443642,0.5793501,0.25505313,0.5360979,0.3149077,0.45663908,0.41612285,0.30931637,0.67231596,0.6451638,0.23029485
0.56769323,0.5525337,0.6529161,0.5311667,0.38576198,0.5351736,0.59253585,0.47804588,0.47074452,0.7053177,0.5304599,0.24019535,0.5854254,0.4513665,0.5581797
0.62476635,0.45749038,0.31011716,0.7131141,0.20495754,0.79263896,0.5135543,0.5753601,0.30853945,0.61391944,0.54306966,0.21013044,0.6018849,0.2301294,0.7750643
0.37314612,0.33457866,0.47789535,0.461748,0.59543145,0.6737854,0.21381187,0.68647933,0.11702961,0.62511235,0.39679068,0.55161875,0.5466745,0.6176624,0.3606232
0.59333265,0.5869913,0.28008693,0.57188845,0.46750936,0.76516026,0.71479017,0.36962393,0.16821787,0.6718309,0.15352654,0.16423874,0.6726031,0.4144185,0.3691917
0.62391365,0.6223541,0.53300834,0.8103553,0.35878074,0.54582566,0.34466034,0.39570975,0.4156842,0.4087911,0.47552022,0.16118066,0.67331296,0.3215823,0.6456636
0.6279836,0.567878,0.69239897,0.4683773,0.53814507,0.54104066,0.44129187,0.4039315,0.59290344,0.5517761,0.35629246,0.796351,0.3472828,0.6519364,0.5345591
0.44810414,0.7558408,0.4640753,0.700765,0.63301986,0.6987065,0.30575395,0.22149855,0.3941119,0.78968453,0.13148166,0.8169358,0.46813592,0.71588266,0.42812526
0.41487607,0.71656364,0.24578448,0.7074551,0.34558874,0.6633601,0.6831009,0.49978155,0.27742368,0.37711814,0.50210804,0.2585471,0.67168105,0.261443,0.763689
0.31158894,0.59245026,0.29121947,0.7566576,0.5484717,0.7423715,0.6477079,0.5659562,0.6655321,0.7150875,0.16896786,0.45393682,0.69311374,0.5208715,0.60552895
0.42254815,0.64173865,0.35771653,0.6276417,0.39460528,0.50604403,0.5496843,0.6203342,0.81202286,0.41541556,0.68079513,0.8314473,0.44988692,0.35692528,0.84066606
0.56222475,0.70998275,0.57534194,0.68537736,0.65771365,0.58803463,0.21820329,0.37741885,0.54910666,0.4341349,0.4679715,0.8317265,0.5035684,0.5978166,0.3178415
0.53352904,0.20057444,0.5896808,0.35882407,0.58518237,0.29854292,0.29932976,0.60355765,0.46499458,0.2940643,0.46498212,0.5367271,0.471199,0.6655278,0.4794355
0.400753,0.6615693,0.5240887,0.4959504,0.67676526,0.49506354,0.2935878,0.37262896,0.5264027,0.4195453,0.5399618,0.6557866,0.438545,0.31228772,0.6438893
0.46625364,0.30200467,0.36987376,0.43960583,0.27415067,0.3790109,0.57567227,0.6898617,0.48324415,0.2772517,0.7824708,0.21498747,0.40347078,0.46436214,0.5808913
0.75740415,0.2196447,0.5722997,0.27593052,0.3678567,0.19367397,0.6790621,0.56326574,0.6135077,0.34471482,0.7205612,0.5621777,0.3584453,0.5692153,0.5317771
0.3023787,0.3646065,0.5544162,0.34626997,0.48039234,0.48989826,0.54660773,0.5505211,0.6534529,0.43052834,0.7075918,0.6136849,0.21978413,0.44040796,0.58444643
0.47901714,0.51183814,0.49698707,0.5259479,0.4620255,0.45913258,0.3146238,0.16361251,0.28867212,0.5790484,0.38679126,0.63815075,0.48387355,0.5493854,0.36487985
0.18546224,0.61842275,0.2624021,0.42080405,0.6612734,0.20122242,0.5823073,0.50649714,0.47801116,0.52933854,0.32619542,0.27945638,0.7136788,0.36799577,0.50196135
0.16995421,0.6429042,0.6279492,0.5932192,0.80591184,0.2590788,0.37562868,0.4181804,0.45074353,0.4742267,0.28162587,0.557927,0.6519707,0.6366748,0.27236816
0.3448575,0.4973448,0.49788445,0.3727282,0.5439415,0.45525277,0.8357517,0.74748874,0.21986824,0.55976963,0.24698304,0.3151679,0.7800065,0.3810068,0.6860064
0.32895383,0.27590588,0.6789385,0.1589161,0.70136106,0.4190952,0.82756144,0.549709,0.41816032,0.54219544,0.45873845,0.6729884,0.47901514,0.7640885,0.26612797
0.5435314,0.49105513,0.70456684,0.28432557,0.7753878,0.3318698,0.5106885,0.6052537,0.53435665,0.17870234,0.5262859,0.645016,0.49497843,0.36526084,0.5590101
0.7922484,0.5289954,0.23099291,0.6392784,0.22591494,0.5989487,0.50835,0.3218093,0.4027974,0.7625329,0.46878836,0.20797746,0.5482957,0.21648327,0.6496417
0.47540814,0.43355048,0.669747,0.2292817,0.5751597,0.5567609,0.61771965,0.7685254,0.3809466,0.57530826,0.5834575,0.508792,0.40382692,0.6011222,0.3565501
0.56581146,0.32694745,0.49750102,0.5506903,0.48297188,0.2706274,0.26968244,0.44368285,0.52984756,0.45667896,0.518618,0.66422284,0.4082434,0.6606832,0.4637998
0.36031747,0.66820854,0.315999,0.6046162,0.6432556,0.48346898,0.3406353,0.58239526,0.5582544,0.5503865,0.5843106,0.47269493,0.64630044,0.44534233,0.2516166
0.26211944,0.6355169,0.47610134,0.34797496,0.7561384,0.5844369,0.5201204,0.5966645,0.28136355,0.547218,0.09651135,0.6253521,0.633574,0.4514642,0.64246184
0.705371,0.4452589,0.5116957,0.6514375,0.36709857,0.41032663,0.24545263,0.34322605,0.8443778,0.2442459,0.90466756,0.37347686,0.3728116,0.34955254,0.48609036
0.6475381,0.35449618,0.4790555,0.5756412,0.22753641,0.47692847,0.58872634,0.47947043,0.6077995,0.38927,0.56595993,0.8500212,0.4032959,0.49904245,0.77107084
0.46768174,0.44392395,0.68221515,0.3241554,0.65244776,0.5944854,0.7023568,0.30428222,0.59103346,0.33499655,0.55467564,0.73096883,0.3193928,0.62796634,0.58026665
0.23796462,0.27501133,0.43284038,0.38585782,0.4857776,0.41851467,0.6840846,0.27105048,0.2625963,0.5736913,0.4798586,0.51319,0.46907008,0.7350114,0.16861692
0.5531638,0.64051914,0.5273643,0.70769083,0.4288704,0.12611422,0.49321604,0.49151522,0.7657526,0.35367313,0.59919584,0.53667295,0.70035636,0.38847944,0.52100325
0.79493684,0.53933567,0.48139778,0.44653165,0.4316113,0.7317953,0.4109544,0.63584536,0.61594874,0.4983806,0.5210783,0.619423,0.35843113,0.56794184,0.625514
0.13310587,0.695522,0.36423725,0.50037825,0.81408656,0.5722386,0.41149926,0.47113985,0.3014976,0.38699093,0.26845115,0.41283306,0.70379317,0.36914453,0.5665042
0.21476485,0.32779512,0.5365754,0.3341762,0.6486609,0.40845233,0.20360667,0.79657996,0.25589657,0.29646727,0.5143113,0.35478178,0.57918704,0.55489206,0.43687695
0.70957744,0.35876524,0.5104553,0.70299083,0.1812969,0.3215663,0.4357922,0.50925446,0.813471,0.3733032,0.84972775,0.39043823,0.41419637,0.5436467,0.29771838
0.29361838,0.6436399,0.15564822,0.75709444,0.45691606,0.6205629,0.58717686,0.50431275,0.721193,0.6628375,0.26308292,0.7412154,0.64782816,0.4010376,0.6226472
0.7464728,0.3470237,0.64140767,0.59332013,0.25783938,0.44002533,0.6660016,0.38603097,0.68815285,0.6142176,0.62933683,0.4554498,0.31379017,0.65003026,0.48072097
0.553866,0.48541567,0.2800936,0.82860005,0.19337915,0.67708063,0.31173563,0.3696728,0.37738353,0.7579554,0.49723738,0.29619163,0.63524294,0.571026,0.40250424
0.8319927,0.44783685,0.421704,0.6021277,0.19792934,0.43724793,0.5990488,0.46404463,0.7882721,0.38356847,0.8407583,0.3089459,0.45854577,0.24696884,0.81689686
0.3655355,0.58626676,0.4633221,0.5359842,0.5067883,0.58751005,0.6578709,0.2209192,0.4583741,0.48625845,0.35892016,0.7576544,0.5349616,0.5739899,0.560275
0.46595857,0.21787898,0.4861164,0.2612752,0.47587568,0.6655046,0.5567088,0.6781169,0.36303985,0.6813999,0.33909434,0.59547824,0.45892617,0.59874034,0.5348434
0.33879638,0.6928122,0.6945967,0.4052781,0.7418203,0.27529648,0.387268,0.24253048,0.6224799,0.18345864,0.6741418,0.5700638,0.41554496,0.4595742,0.55507594
0.35058153,0.40864325,0.6722302,0.43593678,0.6014627,0.47833943,0.42424777,0.40225694,0.3940342,0.43736893,0.32770056,0.72575986,0.46122423,0.8348802,0.19394775
0.46489528,0.7223239,0.27474663,0.63797617,0.50353444,0.4221361,0.35926798,0.5318288,0.71570647,0.3300107,0.6856992,0.510765,0.5873627,0.33297557,0.4126057
0.64533347,0.74593854,0.50092196,0.6368778,0.47940657,0.5299947,0.39835164,0.25720996,0.72406435,0.6854769,0.34827906,0.7949616,0.38601038,0.75224215,0.41018188
0.48853412,0.504913,0.5290515,0.31529108,0.5864252,0.41184297,0.7942557,0.5883267,0.34187058,0.40560812,0.65869206,0.19320619,0.544396,0.53528297,0.19189644
0.6357561,0.57210755,0.38506514,0.61443436,0.3428594,0.5787747,0.7506834,0.6586853,0.45154402,0.6233985,0.40755668,0.24516709,0.7144694,0.19035053,0.7599042
0.37523592,0.54232687,0.49357602,0.3650511,0.6344646,0.33154085,0.5455699,0.71238095,0.47900382,0.5561367,0.5753878,0.23920384,0.5156848,0.35002175,0.5314376
0.729134,0.41654903,0.43379748,0.46814302,0.41780576,0.3317361,0.6904789,0.400075,0.66629744,0.49391466,0.53609055,0.50113523,0.3564675,0.60157865,0.2307581
0.29547903,0.60237515,0.61921084,0.48112962,0.8094585,0.5674122,0.24770294,0.7827898,0.28608137,0.4911446,0.22896494,0.6395882,0.7032588,0.48050052,0.48538473
0.6133423,0.23862532,0.6639718,0.45636815,0.2327586,0.3304431,0.81330514,0.55683124,0.6944466,0.5462212,0.6973193,0.62124556,0.43072307,0.51676613,0.5564909
0.37547857,0.21583852,0.4072981,0.5969804,0.35218775,0.54004395,0.6118553,0.40679872,0.53325576,0.49272016,0.4480275,0.4738521,0.4672505,0.42002237,0.7054235
0.5655006,0.74133104,0.66785085,0.55394846,0.6952907,0.34796742,0.20853406,0.73838323,0.5350803,0.34566578,0.57027584,0.40854752,0.6964665,0.35364124,0.516813
0.4096845,0.5286136,0.45982522,0.6044481,0.595299,0.49631134,0.5939653,0.49912834,0.5565385,0.4974351,0.3953115,0.3450235,0.6074343,0.6126356,0.22927107
0.5371869,0.5096525,0.5420281,0.41997617,0.49318534,0.81887895,0.6449001,0.5830368,0.45479596,0.54165465,0.43294978,0.618444,0.3489194,0.43960884,0.857994
0.20672189,0.8573439,0.5123767,0.7951343,0.7732166,0.48384959,0.18066013,0.37766403,0.79340947,0.29666403,0.31169307,0.6171245,0.6177937,0.35989505,0.6526339
0.5756169,0.6398865,0.50611824,0.46663895,0.5696261,0.39685684,0.6842452,0.4458812,0.2351703,0.49899465,0.278345,0.2883171,0.703944,0.51143366,0.39880478
0.629328,0.47925723,0.4638527,0.5303948,0.47361848,0.38128656,0.7094234,0.5143951,0.80794597,0.5369466,0.53694546,0.41382915,0.47818413,0.67107373,0.47872397
0.2081786,0.3284355,0.5092862,0.2897539,0.72244334,0.5836935,0.35639226,0.6901758,0.121452115,0.43815568,0.3244797,0.48893458,0.67654663,0.763834,0.25443476
0.66560507,0.4649168,0.6177579,0.4197656,0.47646704,0.61492366,0.66594744,0.6733109,0.24919811,0.5348449,0.44907972,0.30479518,0.49008915,0.58049643,0.62702227
0.36004496,0.5649239,0.39434415,0.41436967,0.66633636,0.31819576,0.56234664,0.7072394,0.443751,0.541748,0.6066556,0.18516493,0.6686748,0.25443962,0.6992117
0.36820176,0.4126616,0.809585,0.40326336,0.56410056,0.255176,0.3128453,0.48050874,0.3184108,0.16612406,0.80909854,0.3467944,0.38543463,0.6133452,0.35520405
0.34062704,0.70997345,0.51439893,0.47446302,0.7234749,0.7794596,0.48474112,0.247286,0.29055503,0.52717376,0.28624627,0.5529226,0.49924228,0.50572336,0.40287492
0.43719617,0.5375161,0.6581332,0.5785378,0.4869284,0.52135843,0.36791012,0.31770983,0.44517374,0.33715802,0.69259405,0.35830435,0.50199544,0.49840587,0.34361002
0.44418252,0.39340594,0.49619067,0.5688129,0.5089615,0.4588917,0.4579991,0.5853751,0.5499679,0.30056646,0.6841999,0.35218975,0.50533754,0.6594237,0.35160717
0.53425306,0.5069751,0.5861696,0.57644165,0.46438703,0.6029609,0.26328215,0.49459267,0.55215645,0.46438107,0.4604279,0.8043764,0.46156865,0.34807184,0.89507145
0.32109132,0.30635753,0.32614893,0.39810783,0.43036386,0.57796466,0.63600206,0.5840099,0.32741362,0.42073345,0.4634111,0.6027078,0.44214293,0.2193719,0.7024906
0.7934844,0.25972205,0.54598683,0.27042404,0.33622295,0.23809955,0.6907018,0.40106916,0.66619945,0.41215992,0.81696975,0.40180898,0.3534233,0.44247764,0.49820128
0.5648682,0.39565542,0.66935253,0.34645614,0.70159733,0.5946508,0.22761323,0.53513235,0.36773938,0.32574674,0.50056803,0.6997398,0.4537654,0.58423096,0.49898285
0.5748464,0.47110432,0.64368457,0.33395565,0.76600355,0.5648983,0.6739531,0.54977167,0.16358566,0.5876022,0.13556367,0.45451504,0.62169236,0.73190993,0.24540389
0.6064427,0.6543685,0.6199818,0.521729,0.61802584,0.54153126,0.50742996,0.28245038,0.69398284,0.50593543,0.41984597,0.606252,0.3706368,0.6804766,0.27055717
0.54704666,0.5992093,0.3067551,0.79103583,0.3148874,0.8214627,0.65362644,0.64593446,0.13398752,0.62672263,0.3660457,0.23327307,0.7026149,0.29790792,0.5215838
0.3617835,0.8453903,0.58719456,0.5792012,0.83202183,0.49310568,0.3939795,0.4438747,0.7953192,0.26049805,0.48854843,0.57044023,0.5957819,0.44839114,0.48417783
0.5416343,0.3993842,0.519997,0.30371594,0.3805901,0.45461595,0.85806817,0.22021869,0.6273445,0.7009638,0.5768266,0.2963278,0.42330715,0.5533884,0.4546966
0.6994376,0.30637956,0.64972746,0.37845546,0.38307717,0.18047746,0.71316296,0.64716154,0.8440045,0.3359227,0.6826625,0.35240063,0.34137535,0.50137717,0.56499135
0.48676708,0.27897695,0.5149367,0.36664516,0.34884554,0.42508236,0.52307427,0.5111692,0.33848768,0.16694547,0.8006507,0.2686581,0.32654375,0.48471653,0.6636829
0.23931378,0.42411396,0.6234375,0.3344393,0.7569378,0.4330618,0.26767725,0.67452663,0.3006962,0.31642807,0.48632804,0.65160227,0.6321487,0.75869906,0.15824528
0.51992714,0.6532926,0.41204867,0.49683967,0.5265045,0.7408287,0.7206614,0.590479,0.42238638,0.6709002,0.3346586,0.16712277,0.59255606,0.52081543,0.42594326
0.38831592,0.3445991,0.7902475,0.1680367,0.7153928,0.4386791,0.6370603,0.67277336,0.49633116,0.44403207,0.58800733,0.62596446,0.24786122,0.6245875,0.5125957
0.59255064,0.1724335,0.50470865,0.38071367,0.25814977,0.44488415,0.64999455,0.46048778,0.5947262,0.46159843,0.7431657,0.4963454,0.27998993,0.32674098,0.678
0.27563748,0.38928592,0.5732411,0.2859189,0.5429984,0.5855532,0.8179403,0.5952114,0.26020885,0.6544052,0.16647057,0.44034654,0.6448635,0.6745091,0.6288088
0.5549772,0.1974648,0.56259847,0.41895923,0.3198316,0.38449144,0.6414317,0.29475737,0.44058535,0.6331309,0.67230105,0.39381266,0.4034037,0.690883,0.39120123
0.5677424,0.19464666,0.72461206,0.22215796,0.6216618,0.2585614,0.34214103,0.60705733,0.443925,0.3613552,0.63906884,0.81474376,0.29491106,0.72013676,0.4820667
0.5654233,0.4567798,0.3614839,0.68870157,0.25253633,0.5115659,0.3992341,0.3715155,0.76223135,0.6123994,0.49246722,0.60358334,0.5275107,0.34633327,0.6307692
0.38955346,0.46486914,0.38652208,0.533226,0.45025405,0.31659237,0.7184796,0.5761519,0.5889838,0.52958727,0.36525467,0.24161719,0.45254987,0.48191008,0.4228272
0.58007383,0.21293214,0.58668375,0.33890963,0.37801352,0.25711536,0.8165971,0.807199,0.712464,0.2862507,0.7464324,0.36758563,0.4878663,0.42893666,0.5799346
