Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID00682,Female,22,Mathematics,98.4,3.2,2.34,6.7,11,2.77
ID04533,Male,21,Economics,64.3,7.4,2.22,8.9,16,3.0
ID00068,Male,23,Economics,92.1,2.9,3.79,8.2,12,3.41
ID02150,Female,20,Mathematics,87.7,1.4,1.85,9.5,0,3.69
ID00619,Female,24,Engineering,82.1,10.5,3.47,4.7,2,1.86
ID03563,Male,24,Economics,87.5,0.9,2.91,6.6,15,3.32
ID04305,Male,18,Business,81.3,9.1,3.42,5.6,6,2.99
ID00719,Female,20,Psychology,83.9,11.4,3.59,6.3,2,2.97
ID04994,Female,22,Psychology,90.5,2.5,3.49,6.3,9,3.95
ID01667,Female,20,Business,61.2,11.2,1.84,7.0,20,2.65
ID03305,Female,21,Business,43.9,9.4,2.07,8.7,7,3.05
ID03171,Male,20,Computer Science,57.2,1.3,3.84,7.9,5,2.9
ID04478,Male,18,Computer Science,88.4,12.8,3.0,7.3,20,2.19
ID03830,Female,18,Mathematics,53.5,3.8,3.71,8.6,3,2.71
ID03812,Female,19,Mathematics,57.3,13.9,1.96,6.6,19,2.71
ID02683,Female,20,Mathematics,60.0,12.5,3.4,6.7,17,3.33
ID01773,Female,22,Mathematics,70.2,1.0,3.25,6.0,11,3.88
ID01340,Female,24,Psychology,76.3,4.1,2.27,7.5,16,1.88
ID01032,Female,19,Psychology,63.7,11.5,2.38,8.2,16,1.6
ID03741,Male,18,Engineering,92.8,2.8,3.5,7.2,15,2.09
ID04263,Female,19,Business,51.6,2.9,2.45,7.5,10,2.1
ID03316,Male,24,Mathematics,72.0,11.8,3.69,9.3,0,3.5
ID04064,Female,24,Business,98.5,6.5,3.85,9.9,12,3.42
ID04840,Female,20,Mathematics,79.8,4.4,3.43,7.5,19,2.21
ID01453,Male,18,Business,80.6,4.1,3.14,4.0,11,3.0
ID01583,Female,21,Computer Science,61.2,3.1,3.96,7.4,11,2.49
ID02533,Female,21,Computer Science,62.9,12.5,2.13,4.7,16,1.77
ID00729,Male,19,Mathematics,92.1,5.4,2.42,5.2,7,2.95
ID02482,Male,22,Psychology,56.3,14.0,3.21,4.5,16,3.0
ID00795,Male,22,Engineering,74.3,11.4,2.78,8.9,5,3.24
ID00418,Female,24,Engineering,61.2,7.3,2.01,4.8,17,3.89
ID01158,Female,22,Psychology,86.8,1.5,2.35,9.6,8,3.1
ID01934,Male,18,Economics,68.2,9.6,2.31,8.9,12,2.31
ID02289,Male,18,Computer Science,89.0,11.2,2.39,5.6,16,2.13
ID01621,Female,19,Engineering,75.1,13.6,2.03,7.2,6,3.24
ID04339,Female,24,Economics,87.1,9.4,3.96,7.9,6,2.72
ID02797,Male,22,Psychology,88.8,11.8,2.43,5.7,12,3.97
ID02391,Male,23,Psychology,58.5,7.1,1.84,4.7,9,2.09
ID02365,Female,19,Psychology,49.4,3.7,3.71,4.9,2,2.03
ID01135,Male,18,Economics,69.0,13.5,1.93,7.9,15,3.03
ID04520,Female,22,Computer Science,80.6,4.2,1.87,6.5,5,2.97
ID04828,Male,20,Mathematics,91.9,12.7,3.13,9.1,9,3.92
ID02139,Female,21,Mathematics,86.9,7.1,3.35,4.1,9,1.88
ID02779,Male,18,Engineering,63.3,8.1,2.65,9.0,5,1.93
ID02367,Female,23,Mathematics,73.1,12.8,2.79,7.9,4,2.98
ID02962,Female,18,Economics,62.1,12.0,2.24,4.0,8,1.82
ID00676,Female,18,Psychology,99.4,3.7,3.9,9.1,9,3.41
ID01188,Male,23,Engineering,59.7,7.4,2.99,6.5,1,2.51
ID04945,Female,24,Engineering,49.2,4.7,2.79,5.9,7,1.95
ID01419,Male,20,Mathematics,79.4,10.8,2.07,6.9,13,3.23
ID00616,Male,23,Economics,97.9,0.2,2.63,7.8,15,3.32
ID02365,Female,23,Business,85.8,8.5,2.46,9.6,14,2.55
ID04622,Male,19,Computer Science,99.7,4.1,3.69,8.7,1,3.4
ID01785,Male,24,Economics,43.8,2.4,2.96,4.7,2,2.86
ID00494,Female,21,Mathematics,69.1,8.2,3.5,7.3,15,2.9
ID01802,Male,21,Engineering,60.6,6.5,3.95,5.1,4,2.23
ID00287,Female,24,Computer Science,80.4,6.2,3.16,7.3,7,2.87
ID03241,Male,22,Computer Science,99.2,5.5,2.45,9.7,8,2.77
ID01405,Male,18,Computer Science,43.0,2.2,3.21,8.7,20,1.43
ID02268,Male,22,Psychology,71.2,2.1,3.32,6.5,20,2.7
ID00870,Female,23,Business,54.7,8.4,2.01,7.4,5,3.38
ID03755,Male,20,Engineering,70.5,3.2,2.35,5.4,2,2.53
ID03912,Female,18,Engineering,76.0,13.5,2.57,9.8,3,2.01
ID04109,Male,19,Economics,88.1,4.6,1.65,7.8,5,2.23
ID04707,Male,18,Business,92.5,10.4,3.12,6.2,16,3.18
ID03236,Male,18,Mathematics,97.2,2.8,1.85,8.3,4,1.84
ID04902,Female,20,Psychology,72.7,6.0,2.26,9.9,3,2.21
ID04398,Female,22,Engineering,65.2,5.0,2.02,4.7,5,2.86
ID01858,Male,22,Economics,65.1,3.8,3.13,8.5,13,3.61
ID03596,Female,22,Economics,85.7,4.8,3.45,8.2,13,3.56
ID02938,Male,23,Engineering,81.8,4.3,3.02,9.5,17,2.84
ID01084,Female,24,Mathematics,54.7,13.2,3.29,6.3,10,3.74
ID04119,Male,20,Economics,98.0,4.4,2.62,6.8,9,2.3
ID03253,Male,21,Computer Science,84.6,13.3,2.95,8.2,8,2.13
ID00622,Male,20,Mathematics,77.8,9.8,3.04,4.3,1,2.31
ID00047,Male,19,Mathematics,71.4,10.7,3.92,5.6,19,3.84
ID03037,Male,24,Engineering,61.1,0.8,2.32,9.3,5,3.76
ID03210,Female,19,Economics,99.7,13.1,3.92,9.6,17,3.83
ID02917,Male,24,Engineering,58.5,2.8,3.86,8.3,14,2.27
ID03514,Male,18,Psychology,75.3,4.1,2.66,4.8,1,2.12
ID04011,Male,19,Business,60.6,8.9,3.27,8.7,10,3.06
ID04272,Female,24,Economics,47.1,1.0,2.88,6.7,11,3.48
ID03979,Male,18,Computer Science,68.0,7.9,2.64,6.0,6,1.53
ID02373,Female,20,Mathematics,60.1,7.9,3.76,9.3,14,2.34
ID02833,Male,20,Engineering,91.7,0.4,2.73,9.0,17,2.97
ID00196,Male,23,Mathematics,87.5,13.7,3.29,8.5,0,3.64
ID03962,Male,23,Economics,60.4,9.5,2.73,5.3,5,1.84
ID02037,Male,21,Economics,94.9,8.5,1.91,8.9,7,1.84
ID02793,Male,22,Psychology,51.3,13.2,2.64,4.3,13,3.2
ID02360,Female,20,Mathematics,94.5,10.4,3.39,6.2,1,2.96
ID00859,Male,22,Psychology,83.7,2.2,1.98,6.0,8,3.78
ID01102,Female,21,Economics,91.8,6.8,3.93,7.6,10,3.63
ID02654,Female,24,Business,63.2,11.1,3.39,6.9,11,3.09
ID04476,Female,22,Business,59.2,3.7,2.73,4.0,13,3.4
ID01611,Male,20,Psychology,87.4,10.2,3.21,5.3,3,2.0
ID00874,Female,21,Economics,59.4,6.1,2.67,6.9,17,2.61
ID00658,Female,23,Computer Science,82.1,6.1,3.03,5.8,5,2.01
ID03372,Male,20,Psychology,83.0,1.8,3.05,6.7,11,2.92
ID00035,Male,24,Psychology,49.7,10.7,2.52,4.6,2,2.51
ID04202,Male,24,Economics,95.9,3.7,2.93,9.2,20,3.78
ID02324,Female,20,Computer Science,91.9,4.4,2.14,4.4,6,3.79
ID03174,Male,21,Economics,61.5,8.5,3.41,5.0,8,3.07
ID01471,Male,21,Economics,87.2,4.3,2.54,9.0,4,2.6
ID00839,Female,18,Business,88.5,1.1,2.68,7.0,17,3.99
ID04720,Female,23,Mathematics,97.5,10.6,3.16,9.0,7,3.67
ID04839,Male,22,Psychology,81.5,11.8,2.5,4.6,18,1.93
ID01856,Female,23,Business,79.5,7.2,3.36,7.1,11,3.44
ID02837,Female,18,Psychology,97.0,8.3,3.13,7.5,6,1.98
ID00314,Male,18,Mathematics,71.9,4.0,1.85,6.5,19,3.21
ID01205,Female,22,Mathematics,58.2,9.3,2.87,4.0,9,3.99
ID01676,Male,18,Engineering,90.8,6.2,2.47,9.7,1,2.29
ID04468,Female,20,Business,58.8,9.5,2.01,7.9,5,2.97
ID02083,Female,19,Engineering,63.5,0.4,1.91,9.5,5,2.38
ID04203,Male,21,Computer Science,88.5,1.9,2.73,8.3,6,2.59
ID00829,Female,24,Mathematics,76.3,11.3,2.46,8.5,3,1.46
ID03293,Male,21,Business,84.2,9.8,3.9,9.6,18,2.99
ID02182,Female,19,Business,86.3,13.3,2.43,6.2,9,1.92
ID01929,Male,19,Mathematics,51.3,3.0,2.16,8.1,1,3.0
ID00181,Male,22,Business,86.6,9.1,2.45,8.0,9,2.23
ID03237,Female,21,Mathematics,98.8,4.1,3.06,7.1,5,3.0
ID02728,Female,23,Psychology,81.5,11.9,3.51,4.8,9,2.13
ID00780,Female,23,Computer Science,60.1,1.4,3.64,7.5,15,2.99
ID03882,Male,21,Mathematics,54.7,1.7,2.33,6.4,17,3.07
ID03269,Male,23,Economics,82.1,0.4,3.12,5.6,1,3.98
ID04820,Female,21,Mathematics,70.6,4.3,2.55,8.7,13,3.51
ID04871,Male,20,Computer Science,45.9,7.7,3.89,5.0,5,3.8
ID01013,Male,24,Engineering,83.3,1.0,3.1,8.2,1,2.2
ID01916,Male,20,Mathematics,83.8,1.5,1.9,4.6,10,3.84
ID00235,Male,24,Engineering,69.1,2.3,3.39,5.7,18,2.82
ID00344,Male,20,Engineering,81.3,12.1,3.57,5.1,4,2.14
ID02683,Male,19,Computer Science,69.5,7.6,3.02,4.4,13,3.61
ID00182,Male,18,Psychology,50.0,9.5,1.94,6.5,6,2.33
ID01980,Female,20,Economics,64.0,2.7,2.17,6.4,16,2.12
ID03260,Male,18,Psychology,77.3,0.9,3.09,7.2,13,3.92
ID04939,Male,24,Economics,70.3,13.1,3.22,5.5,14,3.26
ID01477,Male,19,Mathematics,58.4,12.4,3.22,9.1,8,3.39
ID04993,Male,24,Engineering,72.8,13.3,3.88,6.5,0,2.64
ID04741,Male,24,Business,55.0,12.4,2.77,9.4,16,2.28
ID03806,Female,23,Mathematics,80.3,9.5,3.16,9.9,8,2.84
ID04407,Female,21,Business,76.3,2.4,2.68,6.5,13,3.32
ID01273,Male,20,Computer Science,79.6,12.3,2.95,4.7,9,3.74
ID01857,Female,22,Mathematics,34.4,3.2,3.23,5.0,9,2.93
ID03766,Male,21,Computer Science,61.6,5.0,3.65,4.9,5,3.45
ID00425,Male,22,Engineering,79.0,8.7,2.54,6.5,1,1.63
ID04198,Male,19,Mathematics,84.4,0.6,2.2,8.0,10,3.84
ID01860,Male,18,Economics,75.6,6.2,2.43,7.8,13,3.62
ID00787,Female,18,Psychology,65.0,3.9,3.35,5.0,6,3.05
ID00333,Female,23,Economics,50.4,6.5,2.64,6.4,12,2.0
ID04557,Female,21,Engineering,81.4,4.3,2.14,6.9,13,2.13
ID04913,Male,21,Mathematics,42.8,7.4,3.72,4.7,5,2.1
ID00801,Female,19,Business,99.5,0.6,2.15,5.7,19,2.69
ID01518,Male,19,Economics,92.6,13.0,3.99,6.8,15,2.67
ID04269,Male,19,Economics,54.7,13.3,2.05,8.3,10,3.05
ID03695,Male,20,Economics,70.6,12.7,1.6,5.1,8,3.2
ID03362,Female,20,Psychology,57.3,11.8,2.42,5.9,8,3.02
ID00386,Male,22,Business,66.1,2.8,2.94,5.2,3,3.56
ID03322,Female,18,Economics,69.0,12.5,3.14,9.0,19,3.75
ID01494,Male,21,Computer Science,98.2,4.6,2.7,4.6,9,3.36
ID02974,Female,24,Computer Science,88.9,6.7,2.93,7.6,0,3.73
ID00366,Male,24,Engineering,93.5,8.1,3.14,9.2,3,2.45
ID03554,Male,20,Economics,87.3,7.1,1.82,4.0,6,2.89
ID00389,Male,20,Engineering,88.7,9.8,3.01,6.7,7,2.07
ID01525,Male,22,Economics,55.9,13.9,3.36,7.9,11,2.82
ID01957,Female,19,Mathematics,68.0,7.0,1.97,8.1,18,3.65
ID01800,Male,22,Mathematics,51.0,6.2,1.6,7.6,15,2.94
ID02722,Male,20,Engineering,66.9,5.5,3.79,5.2,16,2.3
ID03605,Male,21,Economics,70.4,8.5,1.84,9.4,15,2.03
ID00573,Female,24,Mathematics,62.7,9.4,1.95,5.3,11,3.57
ID03306,Male,20,Mathematics,69.4,7.6,3.74,10.0,6,3.26
ID02957,Female,20,Business,58.9,6.1,2.56,5.4,4,3.69
ID04966,Male,22,Economics,67.7,11.4,3.93,4.5,1,2.01
ID00848,Female,22,Engineering,90.8,6.9,1.88,6.4,18,3.31
ID04232,Female,20,Engineering,78.8,9.9,3.78,6.3,19,3.86
ID01616,Male,22,Business,81.4,13.7,2.77,9.1,5,2.37
ID00394,Male,18,Business,88.6,1.1,3.26,6.4,9,3.64
ID02211,Male,19,Computer Science,46.7,4.9,2.81,6.6,7,3.04
ID00460,Female,22,Mathematics,58.1,4.0,3.05,8.2,12,3.32
ID01766,Male,18,Engineering,82.6,9.2,3.83,4.2,3,3.13
ID03807,Male,24,Business,64.0,1.0,2.3,9.3,0,2.54
ID03713,Female,22,Psychology,87.0,0.1,3.21,7.8,13,2.49
ID02125,Male,21,Mathematics,60.0,9.0,2.58,8.4,8,1.63
ID03701,Male,19,Computer Science,84.9,0.7,3.6,8.7,19,2.3
ID04454,Female,24,Mathematics,97.1,2.9,3.12,6.2,8,3.26
ID03718,Male,22,Mathematics,83.5,6.8,3.38,4.3,15,3.1
ID00920,Male,21,Business,76.5,13.7,3.01,6.3,19,1.9
ID02919,Female,22,Computer Science,47.7,7.0,3.57,6.0,15,3.42
ID02191,Male,23,Computer Science,77.4,11.2,2.73,8.3,16,2.58
ID02382,Male,21,Computer Science,71.0,0.4,3.99,8.6,7,3.3
ID01158,Female,19,Economics,94.9,1.6,2.63,9.2,11,3.33
ID00861,Female,22,Economics,89.2,6.3,2.53,5.0,8,3.46
ID02769,Male,23,Computer Science,68.6,1.6,3.96,5.8,5,2.93
ID03560,Male,24,Computer Science,95.8,5.6,2.52,8.6,7,2.58
ID04900,Male,23,Economics,99.8,6.3,3.57,5.8,5,3.49
ID03712,Female,22,Economics,95.0,2.2,2.62,9.8,8,2.03
ID00292,Male,21,Psychology,65.5,3.8,2.0,5.5,10,3.86
ID03655,Female,22,Computer Science,77.8,8.3,3.24,9.5,16,1.6
ID00125,Female,18,Psychology,35.2,3.6,2.06,4.7,12,2.22
ID02639,Male,20,Psychology,68.1,10.3,2.23,9.9,9,2.12
ID04228,Male,22,Business,67.8,5.8,4.0,5.9,16,3.01
ID00545,Male,22,Computer Science,57.7,7.8,3.05,8.7,7,3.14
ID02950,Female,24,Psychology,61.9,2.6,3.34,8.4,20,3.46
ID04504,Female,18,Computer Science,87.0,6.1,2.28,8.5,4,2.1
ID01050,Male,24,Business,84.9,2.5,3.65,5.0,7,1.74
ID00285,Male,19,Business,95.7,11.0,2.7,9.5,14,3.53
ID02481,Female,21,Engineering,65.7,9.5,2.99,4.1,3,3.13
ID03864,Male,20,Psychology,80.3,13.7,2.29,5.5,7,1.76
ID02955,Male,20,Computer Science,79.4,10.4,2.9,5.8,15,3.14
ID01327,Male,19,Mathematics,78.6,7.8,2.0,6.5,16,2.67
ID02129,Male,22,Psychology,95.2,8.2,3.6,5.0,7,3.26
ID02546,Female,20,Economics,73.8,3.5,3.92,4.5,8,2.82
ID00816,Male,18,Mathematics,75.7,3.3,3.65,6.3,18,3.63
ID04908,Male,24,Economics,66.4,8.1,2.73,7.7,11,3.36
ID04041,Female,18,Engineering,39.5,0.3,2.65,6.9,3,2.44
ID01248,Male,21,Economics,92.7,1.2,3.69,5.5,18,3.79
ID03320,Female,21,Mathematics,70.7,11.5,3.87,9.9,17,3.88
ID01175,Female,18,Economics,58.3,3.9,3.02,9.7,7,2.38
ID03809,Male,20,Engineering,89.7,0.2,1.82,8.7,0,3.74
ID04057,Male,23,Psychology,86.0,0.7,3.5,10.0,11,3.31
ID04312,Male,21,Computer Science,87.6,2.0,2.99,8.2,0,1.99
ID04008,Female,23,Economics,79.0,2.6,3.55,5.5,5,2.22
ID00369,Female,20,Engineering,71.4,5.9,3.67,6.6,19,2.96
ID00326,Male,21,Engineering,92.0,5.7,2.89,5.0,9,1.82
ID02304,Male,22,Computer Science,99.3,7.6,1.78,4.5,6,2.04
ID01185,Female,24,Economics,68.6,13.2,3.01,7.8,5,2.28
ID04372,Female,23,Mathematics,53.1,7.6,3.33,9.9,3,3.34
ID01398,Female,24,Psychology,71.0,3.3,3.92,6.3,15,3.07
ID04113,Male,20,Economics,81.8,6.6,2.16,7.3,11,2.32
ID01244,Male,21,Mathematics,80.9,12.3,3.65,8.0,18,2.67
ID03056,Male,21,Engineering,91.7,2.5,3.22,5.3,3,3.95
ID00632,Male,21,Computer Science,80.3,1.1,3.33,6.1,0,3.02
ID03952,Male,24,Mathematics,88.9,7.0,2.93,4.0,10,2.15
ID02959,Male,22,Engineering,44.4,1.3,3.11,4.1,1,3.63
ID02229,Male,22,Economics,93.0,12.5,2.45,7.2,18,2.51
ID02340,Male,23,Psychology,79.0,8.2,1.92,9.0,6,3.61
ID02204,Male,21,Economics,63.2,4.9,1.83,6.5,12,2.49
ID04260,Female,21,Business,61.8,13.3,2.27,4.6,15,3.76
ID04087,Male,23,Engineering,67.8,1.9,2.41,9.0,6,2.89
ID03034,Female,21,Engineering,81.0,13.1,3.07,6.3,8,3.15
ID04788,Female,21,Engineering,86.0,13.0,2.22,9.7,17,1.61
ID03974,Male,18,Engineering,76.2,3.9,2.32,8.0,3,2.05
ID04851,Male,22,Economics,52.7,2.1,3.86,9.0,19,2.71
ID00738,Male,21,Engineering,58.4,4.5,3.35,5.2,13,3.63
ID03156,Male,23,Business,77.5,5.0,2.78,6.0,5,3.22
ID01495,Male,22,Economics,70.7,12.7,2.68,5.3,14,3.83
ID02500,Male,18,Engineering,92.9,4.3,3.43,4.5,2,3.52
ID00069,Female,18,Mathematics,88.4,6.9,2.86,4.3,1,3.59
ID02263,Male,19,Economics,93.2,10.9,2.55,9.7,3,3.08
ID02062,Female,23,Engineering,84.5,0.3,2.92,5.2,18,3.6
ID01133,Female,21,Engineering,83.9,0.6,1.85,7.4,17,2.64
ID02427,Female,23,Engineering,56.7,1.3,1.93,8.5,4,2.41
ID05000,Female,24,Psychology,64.3,6.0,2.26,9.7,5,3.83
ID01426,Female,20,Engineering,58.8,2.1,2.58,4.2,0,2.47
ID01942,Female,22,Computer Science,75.0,4.9,3.73,6.3,1,1.98
ID04513,Female,19,Computer Science,36.5,12.8,2.1,5.8,13,2.59
ID01525,Female,19,Engineering,79.2,9.5,3.49,7.9,11,1.63
ID03265,Male,20,Computer Science,99.0,1.7,2.26,9.9,14,3.72
ID03555,Female,24,Mathematics,58.4,6.6,3.96,6.1,11,1.89
ID00481,Female,23,Mathematics,90.2,13.0,3.94,7.3,10,1.92
ID00583,Female,22,Computer Science,82.3,5.3,3.31,9.7,3,2.15
ID04466,Male,21,Computer Science,62.7,2.7,3.5,4.4,4,3.32
ID01913,Male,20,Economics,43.3,4.6,2.53,7.8,1,3.11
ID02667,Male,19,Economics,66.4,5.3,3.23,6.2,19,3.35
ID04689,Male,21,Psychology,63.8,9.3,3.16,10.0,11,3.55
ID04827,Female,24,Psychology,93.6,9.9,3.2,6.7,0,2.51
ID03507,Male,18,Mathematics,93.0,1.5,2.29,7.2,1,2.7
ID00383,Female,23,Engineering,78.7,3.1,2.85,8.5,11,3.63
ID01200,Female,18,Mathematics,91.5,9.2,2.91,6.6,19,2.03
ID04451,Male,21,Psychology,74.0,7.5,2.25,7.0,3,3.99
ID03520,Male,20,Psychology,72.9,6.6,2.51,6.9,3,3.84
ID03918,Female,23,Mathematics,66.8,1.3,2.99,5.5,14,3.08
ID01808,Male,21,Business,89.4,0.5,2.74,8.8,7,2.33
ID02152,Male,19,Psychology,73.5,8.7,2.25,9.8,0,3.72
ID02123,Female,24,Engineering,61.5,4.6,2.49,9.2,15,3.72
ID01625,Male,24,Economics,47.8,1.4,1.69,6.3,16,2.08
ID02520,Male,20,Mathematics,97.8,11.9,3.95,5.1,12,2.22
ID00472,Male,20,Business,73.5,4.9,2.39,9.7,7,2.31
ID02155,Male,22,Business,67.0,5.8,3.92,6.7,6,1.74
ID04446,Male,23,Psychology,40.5,14.0,3.65,9.0,9,3.39
ID03276,Female,22,Business,81.0,13.3,2.69,7.8,6,2.34
ID01270,Female,18,Computer Science,95.5,13.3,3.91,4.0,5,2.48
ID02186,Male,18,Business,69.6,3.0,3.83,9.9,15,2.99
ID02526,Female,20,Business,93.0,1.9,3.36,8.5,5,2.7
ID04463,Female,21,Engineering,93.0,11.9,3.75,5.3,2,1.65
ID02955,Male,18,Engineering,57.1,13.5,3.11,5.9,0,3.7
ID02327,Male,22,Mathematics,88.1,1.5,3.31,5.0,13,1.9
ID01567,Female,23,Business,84.6,4.9,2.16,4.8,12,2.97
ID03851,Female,23,Psychology,72.0,5.8,2.68,9.6,20,2.04
ID02280,Male,19,Economics,67.1,3.0,1.87,6.0,20,2.04
ID04879,Male,24,Business,98.6,4.4,2.17,8.0,5,3.78
ID02572,Male,20,Economics,36.5,4.6,2.61,6.3,13,1.86
ID00910,Male,24,Engineering,88.9,6.3,3.21,8.0,5,3.52
ID02527,Female,23,Psychology,82.3,12.3,3.07,7.7,18,3.87
ID01634,Male,20,Economics,86.5,11.4,3.34,7.5,0,2.16
ID01758,Female,20,Business,98.8,10.7,2.39,6.0,3,1.88
ID04080,Male,21,Mathematics,85.6,9.1,3.19,6.2,5,3.21
ID02642,Female,18,Psychology,67.6,6.5,2.82,4.3,20,2.64
ID04587,Female,20,Engineering,82.5,5.3,3.72,5.9,14,3.79
ID03459,Female,18,Economics,55.8,2.3,3.26,10.0,7,1.78
ID03049,Male,20,Psychology,65.4,5.7,1.87,8.0,3,2.18
ID04434,Male,18,Business,75.9,6.6,2.88,5.3,3,2.79
ID03209,Female,24,Economics,72.5,11.3,2.78,7.3,17,1.61
ID04889,Male,18,Computer Science,93.9,5.5,3.86,6.1,3,2.55
ID00160,Male,18,Computer Science,87.0,3.9,3.02,9.2,5,2.65
ID04277,Male,24,Psychology,60.5,6.8,3.63,6.4,1,3.4
ID02170,Male,18,Economics,99.2,6.1,2.19,7.0,12,3.7
ID02670,Male,23,Computer Science,75.2,11.0,3.16,8.8,19,3.77
ID04592,Male,21,Economics,56.4,9.6,3.48,5.0,8,1.72
ID02958,Male,18,Mathematics,80.6,12.7,1.9,5.1,8,1.16
ID04162,Female,19,Psychology,94.3,4.5,2.15,8.3,2,2.02
ID02410,Female,20,Psychology,74.2,10.5,2.05,7.2,19,3.79
ID02029,Female,20,Computer Science,61.1,7.1,2.31,7.3,8,2.1
ID01224,Male,21,Engineering,67.6,4.2,2.26,4.6,15,3.9
ID04836,Male,22,Engineering,55.1,8.8,1.69,7.7,4,3.34
ID00758,Male,24,Engineering,83.7,12.8,3.79,6.7,17,3.51
ID04151,Male,18,Business,89.3,4.5,2.13,7.0,12,3.85
ID01859,Female,18,Engineering,83.3,1.7,3.68,5.4,9,3.43
ID01468,Female,22,Computer Science,93.3,4.6,3.36,5.7,16,2.25
ID02767,Female,18,Economics,88.6,11.4,2.68,7.0,16,3.65
ID00726,Male,23,Economics,91.1,11.9,2.51,8.3,5,3.03
ID02115,Male,21,Engineering,93.8,2.5,3.69,7.4,5,1.82
ID02000,Male,23,Engineering,91.8,6.7,3.56,5.6,5,2.12
ID00486,Male,19,Business,95.5,2.9,3.47,7.5,15,2.67
ID00076,Female,20,Computer Science,96.3,6.1,3.39,7.3,13,3.55
ID01939,Female,20,Business,59.6,9.3,2.65,5.6,3,3.59
ID00998,Male,19,Mathematics,54.8,8.9,2.87,5.0,7,3.38
ID04382,Male,23,Engineering,76.3,8.3,3.3,6.3,8,3.81
ID02892,Male,24,Business,56.2,6.4,2.69,4.8,13,3.49
ID03641,Female,19,Economics,44.2,5.4,2.01,7.7,19,3.98
ID01341,Male,20,Business,100.0,7.1,3.05,9.2,14,2.5
ID00772,Male,24,Business,54.0,11.0,2.34,7.7,18,2.3
ID02543,Female,20,Mathematics,56.7,4.2,3.55,4.6,11,2.51
ID01054,Male,21,Mathematics,89.8,5.3,3.73,7.9,1,1.66
ID04633,Female,22,Computer Science,71.1,7.7,3.86,6.0,13,3.33
ID01233,Male,23,Mathematics,68.2,1.8,2.3,7.9,5,3.99
ID02781,Female,23,Engineering,96.9,8.9,2.62,9.1,10,1.95
ID00111,Male,22,Business,75.3,8.7,2.36,6.6,1,3.3
