Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID01668,Female,24,Psychology,67.4,13.6,3.64,8.4,3,1.65
ID03052,Female,23,Economics,97.9,1.9,3.57,9.2,17,3.06
ID00562,Female,20,Psychology,55.1,1.1,3.21,7.2,19,3.42
ID02392,Male,18,Business,88.5,0.2,2.95,6.8,4,2.6
ID03127,Female,21,Engineering,84.3,12.1,3.3,6.3,8,3.49
ID04010,Female,20,Business,89.0,8.6,4.0,6.6,8,2.14
ID02129,Male,22,Psychology,75.1,7.4,3.0,8.7,20,3.91
ID02797,Female,21,Engineering,69.3,11.6,3.69,5.7,19,2.97
ID00870,Male,24,Mathematics,80.0,3.2,3.89,9.7,15,2.33
ID02809,Male,22,Computer Science,82.9,7.6,1.59,7.6,8,3.52
ID02226,Male,19,Business,67.2,4.4,2.77,8.0,16,2.31
ID01441,Female,18,Computer Science,98.4,10.8,2.38,4.2,15,3.86
ID00792,Male,23,Computer Science,65.2,6.8,3.22,8.6,1,3.59
ID00518,Female,18,Business,77.2,3.1,2.39,6.2,19,3.49
ID00502,Male,22,Economics,67.3,6.9,3.7,9.4,6,2.48
ID03656,Female,22,Psychology,60.6,7.1,3.34,8.8,0,3.43
ID03949,Female,22,Economics,65.9,12.3,3.25,4.8,12,2.15
ID01106,Female,20,Psychology,62.9,2.2,2.51,8.0,5,2.3
ID01804,Male,22,Engineering,70.9,12.4,1.97,8.0,13,2.04
ID04196,Female,18,Engineering,84.5,6.5,3.8,4.9,15,3.22
ID03989,Male,18,Engineering,93.7,9.1,3.54,10.0,1,3.54
ID04641,Female,21,Computer Science,63.5,11.8,3.05,8.7,13,2.28
ID04955,Male,23,Psychology,68.1,12.6,3.86,7.7,14,2.1
ID03979,Female,22,Business,88.6,1.9,1.78,7.0,10,3.79
ID00164,Male,23,Engineering,88.3,7.1,1.35,7.5,16,2.61
ID03366,Female,20,Economics,46.7,4.9,1.87,9.8,13,1.67
ID03602,Male,21,Economics,64.7,13.0,2.12,5.7,16,2.58
ID01801,Male,18,Economics,94.9,5.0,1.81,4.6,15,2.87
ID04722,Male,22,Engineering,47.2,6.9,1.84,8.0,3,2.98
ID00627,Male,20,Engineering,52.7,0.7,2.74,4.2,17,2.51
ID04546,Male,22,Mathematics,58.2,4.5,2.95,6.2,14,3.35
ID00453,Male,19,Business,77.3,11.2,1.88,7.3,12,2.21
ID00339,Male,21,Psychology,50.9,7.3,3.74,7.1,1,2.32
ID04167,Male,22,Business,55.8,10.7,3.58,8.7,11,2.42
ID01880,Male,18,Engineering,79.8,0.9,2.7,6.2,19,3.96
ID04077,Female,22,Economics,51.6,1.8,3.72,4.8,9,3.53
ID00903,Male,24,Computer Science,57.3,6.9,3.35,4.7,6,2.27
ID02314,Male,21,Computer Science,78.3,10.6,2.99,8.2,8,1.86
ID02007,Female,18,Business,67.7,8.0,2.09,8.9,15,3.14
ID03135,Female,18,Mathematics,40.5,10.8,2.39,9.0,16,3.73
ID02203,Male,20,Business,78.9,1.1,2.29,8.7,12,2.38
ID03889,Female,24,Computer Science,99.0,9.8,3.46,8.6,18,2.8
ID03960,Male,20,Engineering,65.0,12.7,3.48,4.9,1,3.4
ID04450,Female,18,Psychology,87.9,4.9,3.2,9.2,4,3.06
ID01511,Female,23,Psychology,74.3,0.2,2.44,6.8,0,3.78
ID02964,Female,24,Computer Science,61.9,11.8,3.41,7.3,1,3.48
ID04212,Male,24,Computer Science,98.9,3.6,1.82,7.6,4,2.56
ID00946,Male,21,Business,89.3,10.9,3.55,7.5,12,2.41
ID02053,Male,22,Engineering,70.8,6.3,2.5,5.5,10,2.98
ID01139,Female,23,Engineering,49.7,0.3,2.0,4.5,2,2.73
ID04875,Female,18,Psychology,74.8,2.8,3.27,5.3,20,2.49
ID03988,Female,24,Economics,97.5,0.4,3.9,7.9,13,3.57
ID04961,Female,18,Computer Science,47.2,12.6,2.59,9.6,12,3.5
ID02078,Female,22,Economics,34.4,8.0,2.31,8.1,17,3.31
ID00289,Male,24,Computer Science,59.0,13.9,2.13,5.2,9,3.1
ID00261,Male,23,Business,55.2,9.6,2.99,4.7,5,2.07
ID00814,Male,24,Computer Science,98.0,2.6,2.7,9.7,2,2.69
ID03799,Female,22,Mathematics,73.9,12.0,2.85,6.3,9,2.12
ID04049,Female,24,Computer Science,79.1,11.3,3.64,6.9,7,3.3
ID03318,Male,23,Economics,64.1,2.9,3.25,7.0,14,2.54
ID02692,Female,19,Economics,50.4,1.4,1.83,7.1,6,3.19
ID02568,Male,23,Economics,68.5,10.7,1.83,6.9,1,3.75
ID01067,Male,21,Business,83.4,11.7,3.37,7.0,1,3.01
ID02302,Male,23,Psychology,72.9,1.7,1.84,5.3,4,3.25
ID03986,Female,20,Mathematics,60.4,13.9,3.06,7.7,14,3.06
ID00389,Female,22,Computer Science,94.6,11.0,2.21,4.8,3,3.12
ID02258,Male,23,Engineering,86.3,3.7,3.78,5.4,10,3.51
ID02272,Male,21,Business,71.0,6.9,2.67,4.8,4,3.22
ID01756,Female,23,Engineering,76.3,6.3,2.23,6.1,8,3.25
ID00911,Male,20,Psychology,47.6,13.6,2.23,9.9,13,3.02
ID04635,Female,23,Economics,76.6,7.3,2.54,8.9,15,3.96
ID04346,Female,20,Business,95.8,0.4,1.96,5.2,1,2.66
ID00587,Male,20,Mathematics,98.9,11.9,3.31,4.3,12,1.46
ID04455,Male,20,Business,87.5,12.2,2.74,8.1,14,2.19
ID03378,Male,21,Computer Science,57.8,7.2,2.17,7.3,1,3.28
ID01219,Female,23,Mathematics,63.1,6.7,2.44,6.1,19,2.68
ID03624,Male,23,Economics,81.7,5.3,3.46,6.9,17,2.78
ID01290,Male,18,Economics,90.8,3.7,2.9,4.0,16,3.8
ID00377,Female,20,Computer Science,72.6,12.9,1.69,9.9,4,2.4
ID02804,Male,18,Business,79.7,7.8,3.74,10.0,15,2.42
ID04134,Female,20,Economics,90.7,13.1,2.46,8.8,3,3.93
ID00466,Male,20,Engineering,67.8,7.4,2.27,8.0,17,2.34
ID00152,Male,19,Business,47.7,7.1,2.31,9.3,1,1.92
ID04360,Female,18,Business,94.2,10.9,3.51,4.4,3,2.12
ID03997,Male,22,Computer Science,47.8,12.1,2.62,4.1,15,3.28
ID04559,Male,20,Mathematics,80.0,8.3,3.3,6.5,5,3.19
ID02681,Male,18,Business,80.6,5.8,2.76,4.2,15,3.16
ID03626,Male,22,Psychology,60.7,7.1,2.08,4.3,8,2.76
ID00622,Female,19,Psychology,76.0,9.3,2.19,7.1,4,3.04
ID02352,Male,20,Economics,65.5,0.8,2.13,8.0,2,3.53
ID01253,Male,22,Psychology,59.5,8.7,3.2,4.6,10,3.2
ID01095,Male,22,Mathematics,77.2,3.2,3.57,7.6,14,2.34
ID03331,Male,21,Engineering,87.4,4.4,2.31,7.9,15,1.76
ID01469,Female,19,Economics,50.8,13.6,2.68,4.0,9,3.48
ID01779,Male,22,Psychology,43.3,2.0,3.14,7.9,15,2.22
ID00705,Male,21,Business,63.6,3.1,1.85,9.0,2,2.33
ID00746,Male,19,Engineering,64.1,3.3,3.07,6.6,6,1.65
ID03501,Female,18,Economics,78.7,11.2,2.57,9.4,10,2.73
ID00024,Male,19,Engineering,61.6,9.0,3.55,9.0,8,3.71
ID03283,Male,20,Business,91.1,9.7,2.07,10.0,3,2.45
ID02763,Male,18,Engineering,38.8,0.1,3.33,5.0,0,3.1
ID03118,Male,19,Business,59.0,12.8,2.53,10.0,13,3.89
ID03203,Male,24,Economics,59.8,8.9,3.17,7.1,15,3.7
ID02977,Female,19,Mathematics,51.1,10.2,2.13,7.1,12,3.54
ID02025,Male,24,Psychology,95.4,10.4,1.88,10.0,11,2.83
ID03436,Male,21,Business,82.6,12.4,3.33,4.8,2,2.06
ID00916,Male,18,Mathematics,61.0,1.8,2.97,7.0,13,3.6
ID00660,Female,23,Business,77.0,12.3,2.22,6.8,18,3.41
ID04087,Male,21,Computer Science,92.9,12.8,2.95,6.6,1,1.6
ID01220,Male,22,Computer Science,88.7,5.3,2.0,4.2,7,3.67
ID00815,Female,23,Economics,39.7,7.9,2.41,5.1,1,1.74
ID04594,Female,22,Computer Science,81.8,7.9,3.86,8.8,7,1.65
ID01326,Male,18,Business,56.7,7.6,2.09,5.8,14,3.51
ID03328,Male,20,Economics,90.4,3.9,2.17,7.9,16,3.69
ID01791,Female,18,Business,93.7,1.9,1.57,4.0,14,2.85
ID04806,Female,24,Computer Science,94.9,3.3,2.76,8.6,16,2.98
ID00200,Female,18,Business,57.1,2.7,2.31,7.1,11,2.03
ID03930,Female,22,Economics,72.1,4.4,1.97,4.6,5,3.72
ID01816,Male,18,Economics,55.5,12.0,2.57,5.8,15,3.22
ID02901,Male,18,Business,53.0,0.4,1.71,6.2,7,2.2
ID03038,Male,22,Mathematics,87.1,13.5,3.01,7.1,5,2.07
ID01355,Male,20,Psychology,75.6,10.5,3.5,4.7,6,2.52
ID03940,Male,20,Engineering,40.8,5.7,2.73,7.9,8,3.33
ID01439,Female,22,Economics,76.7,3.4,3.35,8.2,12,2.38
ID04477,Female,20,Mathematics,88.0,3.6,2.55,8.7,1,2.91
ID04949,Male,21,Economics,57.2,1.5,3.93,6.1,13,3.09
ID01041,Female,20,Engineering,94.3,9.8,1.99,9.7,0,3.65
ID00333,Female,22,Business,63.3,1.7,3.86,10.0,6,2.94
ID00428,Male,22,Psychology,77.2,5.3,2.72,9.5,8,3.06
ID01021,Female,18,Psychology,82.9,5.6,2.16,4.7,5,2.44
ID02202,Female,20,Economics,96.1,2.1,2.27,9.6,3,3.91
ID03617,Male,19,Psychology,60.2,6.7,3.56,7.0,16,3.04
ID00162,Male,24,Engineering,51.8,12.1,2.84,6.9,2,2.91
ID03026,Female,22,Engineering,44.2,1.2,3.28,6.0,2,2.77
ID02352,Male,19,Economics,69.9,5.1,2.44,4.5,15,2.34
ID00507,Female,24,Mathematics,69.6,10.1,3.18,6.1,0,2.21
ID01722,Female,24,Computer Science,42.8,11.5,3.21,7.1,15,2.4
ID02056,Male,22,Psychology,93.8,11.9,3.69,5.2,7,2.21
ID01705,Male,21,Mathematics,60.1,0.9,2.69,7.7,11,2.71
ID02363,Male,24,Engineering,71.2,3.7,2.87,8.2,16,1.98
ID03428,Female,19,Business,59.1,4.2,1.63,6.0,1,2.22
ID04934,Male,18,Engineering,88.4,8.5,2.09,5.2,6,3.06
ID00600,Male,24,Engineering,90.4,10.3,2.92,7.1,15,3.32
ID03648,Male,22,Engineering,68.4,9.9,2.06,10.0,3,1.78
ID00226,Male,18,Engineering,83.1,6.6,3.35,7.7,3,2.65
ID02684,Male,20,Business,51.6,6.8,2.11,9.2,6,3.02
ID02075,Male,22,Mathematics,96.2,6.4,3.1,9.6,20,2.35
ID01554,Female,23,Computer Science,84.9,4.7,1.85,8.5,12,3.77
ID01997,Male,23,Economics,56.3,12.1,3.92,5.2,9,2.63
ID02328,Male,23,Computer Science,75.4,1.0,2.75,5.6,5,2.22
ID02067,Female,18,Business,79.4,13.5,2.26,9.4,8,3.07
ID00580,Male,21,Economics,95.8,6.3,3.68,4.9,3,2.17
ID04145,Male,18,Psychology,67.8,0.4,3.22,4.8,3,2.74
ID01195,Female,20,Business,70.2,8.4,3.93,6.5,1,2.01
ID04391,Male,23,Economics,86.4,6.9,3.08,6.5,18,1.74
ID00798,Male,18,Mathematics,43.9,1.6,2.69,6.9,14,3.05
ID00383,Female,22,Psychology,78.3,4.7,2.29,4.8,7,2.06
ID00890,Male,19,Engineering,56.9,3.7,2.44,6.0,14,2.6
ID04235,Female,19,Engineering,60.7,11.9,1.91,6.0,0,2.0
ID00431,Male,23,Economics,97.2,5.2,3.11,6.3,6,2.08
ID03605,Male,18,Computer Science,98.9,13.2,2.07,9.7,18,3.37
ID04858,Female,18,Economics,60.7,11.4,2.0,7.1,7,3.79
ID04912,Male,24,Business,62.6,4.4,3.22,6.1,9,2.81
ID00230,Female,24,Economics,70.5,0.2,2.1,5.4,5,2.51
ID03494,Male,21,Economics,95.3,3.4,3.11,7.0,7,3.0
ID02817,Male,18,Business,59.9,6.5,3.94,4.0,3,2.77
ID04604,Male,19,Psychology,90.8,7.9,1.6,8.1,2,3.34
ID04632,Female,18,Computer Science,69.0,4.7,3.7,4.5,12,1.87
ID02492,Female,23,Economics,85.4,5.0,3.7,6.7,4,3.91
ID01399,Male,23,Economics,58.9,9.9,3.37,7.0,0,3.99
ID00514,Male,22,Engineering,98.4,7.8,2.14,8.4,1,2.2
ID00951,Male,20,Engineering,47.8,2.0,1.97,5.4,1,2.14
ID01922,Male,22,Psychology,91.9,4.6,3.93,4.3,19,3.19
ID04082,Male,22,Mathematics,84.4,2.1,3.88,5.0,19,3.69
ID04166,Female,20,Mathematics,79.6,5.3,3.73,4.8,15,2.72
ID01627,Female,22,Business,57.5,8.0,3.16,7.0,19,3.09
ID03565,Female,22,Business,92.3,11.5,3.26,5.7,15,3.44
ID03271,Male,18,Mathematics,89.1,8.1,2.07,7.6,17,3.11
ID02455,Male,23,Business,87.2,5.4,3.8,9.5,7,2.13
ID02991,Female,24,Mathematics,77.3,12.3,2.25,9.3,5,1.78
ID01989,Male,21,Engineering,51.3,6.3,2.91,4.9,13,2.99
ID01343,Male,23,Computer Science,55.2,8.6,2.3,6.5,10,3.73
ID02871,Male,18,Psychology,54.8,2.2,3.91,8.0,20,2.43
ID03403,Female,18,Economics,61.9,10.7,2.95,4.1,5,3.52
ID03055,Female,18,Engineering,63.0,2.1,2.23,9.1,1,2.16
ID01510,Female,22,Psychology,51.8,6.5,3.35,4.6,12,2.78
ID02044,Male,23,Engineering,96.0,1.2,2.95,8.5,0,1.9
ID01616,Male,23,Computer Science,90.4,5.9,3.99,5.1,14,1.77
ID02664,Female,18,Computer Science,57.8,8.7,3.32,5.5,3,3.48
ID02496,Female,19,Economics,55.8,10.1,3.22,4.4,5,2.62
ID01140,Male,20,Mathematics,63.6,14.0,2.47,9.8,0,2.32
ID01533,Male,18,Mathematics,92.1,11.3,1.9,6.6,17,3.31
ID03683,Female,18,Computer Science,66.2,13.2,1.97,7.4,2,3.82
ID03849,Male,19,Business,65.6,13.3,2.78,4.6,5,2.76
ID00744,Female,19,Economics,61.8,10.7,3.12,4.6,17,3.04
ID02683,Male,20,Business,96.7,12.0,2.86,7.7,13,3.45
ID01279,Female,19,Computer Science,90.4,3.2,3.72,6.8,1,3.54
ID00496,Female,18,Economics,99.1,10.8,3.69,7.5,12,2.65
ID00299,Male,24,Engineering,98.5,11.6,3.45,5.7,6,2.59
ID01279,Male,18,Engineering,59.1,10.9,2.47,9.9,6,2.86
ID02154,Female,22,Business,84.9,4.9,1.92,6.3,5,3.34
ID02473,Female,20,Mathematics,61.8,3.8,2.14,9.5,19,2.52
ID03462,Male,19,Computer Science,84.9,0.2,2.02,8.9,16,3.6
ID04621,Female,22,Economics,96.0,5.9,2.89,9.0,11,2.8
ID04344,Female,18,Economics,72.5,11.2,2.84,4.9,7,3.92
ID03697,Male,23,Business,91.3,3.7,3.78,5.2,18,1.95
ID01341,Female,18,Engineering,43.0,0.5,2.32,6.1,13,2.29
ID02194,Female,24,Business,60.1,1.2,2.07,8.7,1,2.02
ID01048,Male,24,Computer Science,66.9,4.2,1.59,5.2,2,2.31
ID02611,Male,22,Computer Science,64.6,11.7,2.35,10.0,13,2.6
ID01643,Female,21,Mathematics,89.5,13.4,1.57,9.2,1,2.85
ID04959,Male,19,Engineering,63.2,4.0,3.97,5.5,15,2.37
ID01104,Female,19,Business,71.9,4.8,2.67,7.9,15,3.37
ID01673,Male,18,Engineering,59.6,0.9,3.62,8.1,15,2.22
ID00934,Male,18,Computer Science,63.8,13.3,3.91,5.3,1,1.74
ID02905,Male,20,Economics,45.9,3.4,1.96,8.5,6,1.57
ID02713,Female,24,Business,87.0,6.4,2.94,4.4,15,3.33
ID00357,Female,24,Business,47.7,9.2,1.92,7.3,15,1.82
ID03856,Female,20,Mathematics,68.6,12.1,3.13,7.7,15,3.25
ID01072,Male,20,Engineering,66.8,6.2,2.69,4.9,0,2.42
ID01937,Male,23,Business,74.7,3.4,1.69,7.8,3,2.11
ID01598,Male,23,Business,78.1,9.2,3.64,6.5,4,2.29
ID03171,Female,24,Engineering,59.1,4.1,3.71,6.3,12,3.43
ID01980,Male,24,Computer Science,85.0,5.2,3.84,6.7,14,2.99
ID02921,Female,22,Economics,59.9,2.2,2.36,5.4,6,3.89
ID04471,Female,21,Computer Science,86.1,13.9,2.29,9.9,7,3.89
ID02112,Female,22,Business,90.5,8.5,3.18,5.7,12,3.27
ID00411,Male,24,Mathematics,96.9,2.7,3.81,8.0,9,2.17
ID01852,Male,23,Psychology,61.0,7.9,2.04,6.4,5,1.95
ID00190,Male,22,Engineering,81.3,7.5,3.37,9.1,2,3.74
ID00511,Male,20,Business,66.1,5.1,2.32,7.3,9,2.2
ID03497,Male,22,Economics,59.4,4.6,2.74,5.8,15,2.84
ID01526,Male,23,Business,64.3,3.1,3.28,9.1,15,2.59
ID04434,Female,23,Economics,78.6,11.1,2.05,8.3,0,2.33
ID02622,Male,22,Psychology,70.3,1.0,2.28,8.3,14,3.97
ID04069,Female,18,Psychology,94.7,6.0,3.47,4.6,16,2.62
ID01823,Female,20,Computer Science,94.1,4.1,3.53,8.7,5,3.98
ID03105,Male,22,Mathematics,84.5,7.4,3.32,4.3,13,2.55
ID04467,Female,21,Mathematics,77.9,13.6,3.57,8.3,4,3.52
ID04940,Male,22,Business,98.6,3.8,1.99,8.5,12,3.62
ID00218,Female,18,Engineering,96.3,13.9,2.34,9.3,15,3.58
ID01142,Female,19,Computer Science,49.5,2.3,3.13,5.1,16,3.27
ID04832,Female,21,Engineering,85.8,0.2,2.16,8.7,15,3.03
ID04474,Male,20,Psychology,65.0,7.6,2.93,5.8,1,3.11
ID00386,Male,21,Economics,70.9,1.7,3.13,5.3,17,2.58
ID04920,Male,21,Business,92.3,8.2,4.0,7.4,0,2.78
ID00784,Male,21,Business,62.7,13.9,1.92,4.3,12,2.83
ID02270,Female,18,Engineering,81.0,12.9,3.62,5.9,14,2.25
ID00481,Male,19,Mathematics,42.7,3.5,3.68,8.4,14,1.72
ID03984,Female,21,Computer Science,81.3,3.7,3.16,8.8,14,3.05
ID01100,Male,24,Mathematics,85.7,2.7,2.47,6.2,10,1.43
ID03574,Male,22,Business,71.2,13.5,3.95,7.4,1,2.44
ID02941,Female,23,Computer Science,78.8,5.3,2.04,8.2,5,2.07
ID02533,Male,22,Computer Science,56.0,8.5,2.37,8.3,18,2.24
ID03589,Male,21,Business,89.6,8.0,2.35,4.9,16,3.69
ID03534,Male,19,Mathematics,66.0,5.2,3.56,4.8,20,2.21
ID03451,Female,20,Economics,76.3,1.7,3.35,5.8,4,2.2
ID02749,Female,21,Economics,98.2,2.0,2.38,8.5,19,3.31
ID03730,Female,21,Psychology,82.3,9.8,3.62,4.9,20,3.49
ID04444,Male,18,Mathematics,56.0,9.4,2.41,7.5,5,2.69
ID01724,Female,22,Psychology,64.1,4.3,3.76,9.6,4,2.14
ID00643,Female,23,Mathematics,55.5,2.7,2.81,8.3,5,3.57
ID01189,Female,20,Mathematics,70.0,4.0,1.57,7.9,2,2.93
ID02234,Male,18,Psychology,41.4,13.5,2.83,9.8,6,3.96
ID04611,Female,18,Computer Science,67.1,0.8,3.84,5.6,17,3.33
ID04555,Female,18,Mathematics,93.9,5.3,3.11,4.8,16,1.84
ID03082,Female,19,Engineering,92.7,3.0,3.54,4.6,1,2.39
ID02639,Female,23,Mathematics,53.5,8.7,3.19,5.6,17,3.84
ID02614,Female,23,Psychology,80.3,3.4,1.6,9.2,0,3.84
ID02338,Male,20,Psychology,92.9,11.4,2.9,6.3,12,1.98
ID01206,Female,24,Engineering,62.7,2.8,3.61,6.1,13,1.72
ID01280,Male,20,Economics,88.1,8.5,2.68,6.9,19,2.0
ID04594,Female,23,Business,54.8,6.8,2.06,7.2,6,3.06
ID03761,Male,18,Psychology,66.4,11.9,3.29,7.3,12,2.03
ID01319,Female,20,Computer Science,65.1,4.4,3.52,4.6,18,3.44
ID00653,Male,23,Business,88.3,13.6,3.37,6.7,7,2.54
ID04146,Male,22,Engineering,55.2,10.7,3.02,8.5,12,3.2
ID00165,Male,20,Computer Science,77.1,7.5,3.14,8.1,6,2.0
ID01486,Male,19,Economics,78.2,7.6,3.58,8.9,8,2.68
ID04651,Male,20,Psychology,88.8,12.9,3.28,9.2,2,2.08
ID03353,Female,20,Psychology,80.1,2.7,2.81,8.5,12,2.9
ID02390,Female,22,Business,69.4,6.5,3.81,8.3,6,2.78
ID04791,Male,22,Business,96.8,11.5,2.51,7.2,20,2.41
ID01257,Female,21,Economics,89.1,10.0,3.15,8.7,13,1.78
ID02026,Male,20,Engineering,89.7,10.4,2.35,8.8,12,3.8
ID00742,Female,23,Computer Science,74.9,3.5,3.53,7.6,20,2.16
ID01808,Female,21,Computer Science,99.2,2.0,3.31,9.8,20,3.69
ID01219,Male,24,Computer Science,39.7,11.6,3.03,8.9,4,3.66
ID03751,Female,21,Psychology,98.6,6.0,3.24,7.7,9,2.24
ID03769,Female,18,Business,91.8,7.4,2.83,8.2,15,2.64
ID00514,Female,20,Economics,56.4,3.8,3.59,5.1,17,3.57
ID00923,Male,18,Business,65.9,0.4,2.31,7.1,11,3.48
ID01510,Female,22,Economics,67.5,11.9,1.65,4.6,15,3.24
ID03381,Female,24,Business,71.2,7.2,3.73,8.2,0,2.64
ID01762,Female,19,Computer Science,68.1,9.4,3.1,8.2,5,2.01
ID02400,Female,24,Mathematics,74.3,8.8,3.12,8.0,10,2.33
ID02898,Male,22,Psychology,88.0,2.8,2.94,9.3,1,3.04
ID00092,Male,21,Computer Science,62.9,8.1,2.95,4.6,0,2.99
ID04052,Female,21,Computer Science,69.8,0.3,3.61,8.4,14,3.82
ID04798,Male,22,Economics,54.4,5.5,2.58,10.0,19,3.49
ID03941,Male,18,Engineering,71.7,2.6,3.1,6.5,10,3.52
ID00955,Male,18,Economics,47.7,4.1,1.85,4.0,5,3.08
ID01178,Female,21,Economics,35.2,13.1,2.99,6.7,3,1.88
ID02737,Male,23,Mathematics,56.2,10.9,2.96,7.5,17,3.53
ID04530,Male,20,Psychology,40.1,8.2,2.64,7.6,19,2.21
ID00890,Male,20,Engineering,89.6,13.2,2.41,9.0,5,3.97
ID04381,Male,19,Mathematics,47.8,10.8,1.87,5.1,20,2.78
ID02050,Female,22,Business,57.9,1.0,1.6,6.7,15,3.81
ID04904,Male,22,Psychology,75.6,12.8,2.66,8.5,5,3.93
ID01338,Male,23,Engineering,52.6,9.2,3.03,4.4,7,3.75
ID03075,Male,24,Psychology,63.1,4.1,2.94,4.6,5,2.53
ID02030,Female,20,Economics,65.7,3.0,2.81,7.2,15,2.12
ID00499,Male,20,Mathematics,57.4,1.1,3.49,4.6,14,2.77
ID04414,Male,22,Mathematics,91.5,8.9,3.82,4.4,15,3.03
ID02607,Female,23,Economics,76.5,1.8,3.04,6.2,13,3.7
ID03079,Female,19,Engineering,86.9,6.8,2.55,5.0,19,3.41
ID00129,Female,22,Engineering,59.2,12.5,2.57,10.0,12,2.42
ID02129,Female,18,Mathematics,66.5,9.2,1.6,6.0,17,2.32
ID02494,Male,18,Engineering,43.5,8.3,2.27,8.4,15,2.44
ID04337,Male,18,Economics,88.3,7.8,3.86,4.7,10,3.45
ID03038,Male,24,Business,52.1,4.1,3.96,5.8,15,2.93
ID04396,Male,22,Engineering,50.1,1.1,3.33,4.2,15,2.23
