code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,2013B,565222,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
GGG,2014B,551171,F,South Region,A Level or Equivalent,90-100%,0-35,5,345,Y,Withdrawn
BBB,2013B,547427,M,Yorkshire Region,Lower Than A Level,N/A,0-35,1,170,N,Withdrawn
CCC,2014J,685085,F,West Midlands Region,No Formal quals,80-90%,0-35,1,255,N,Withdrawn
CCC,2014B,650946,M,East Anglian Region,Post Graduate Qualification,40-50%,0-35,3,195,N,Distinction
CCC,2013J,649952,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
GGG,2014J,523928,F,North Western Region,No Formal quals,60-70%,0-35,5,360,N,Withdrawn
DDD,2013J,678373,F,Scotland,Post Graduate Qualification,40-50%,35-55,3,585,N,Distinction
BBB,2014J,614909,F,Ireland,HE Qualification,50-60%,0-35,1,100,N,Withdrawn
DDD,2014B,569157,F,East Anglian Region,A Level or Equivalent,10-20,0-35,5,190,N,Pass
GGG,2013B,652333,M,West Midlands Region,HE Qualification,0-10%,35-55,5,80,N,Pass
FFF,2014B,108589,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,3,180,Y,Withdrawn
GGG,2014B,572029,F,South West Region,No Formal quals,70-80%,0-35,1,255,Y,Withdrawn
EEE,2014J,544642,F,East Anglian Region,A Level or Equivalent,20-30%,55<=,5,50,Y,Fail
DDD,2013B,630465,F,London Region,Lower Than A Level,90-100%,35-55,1,50,N,Distinction
GGG,2013B,320051,F,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
FFF,2014B,592666,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,4,135,N,Pass
BBB,2013J,606296,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,6,200,Y,Pass
BBB,2014J,539668,M,Yorkshire Region,No Formal quals,70-80%,35-55,2,310,N,Withdrawn
FFF,2014J,534588,F,East Midlands Region,A Level or Equivalent,50-60%,55<=,5,65,N,Distinction
BBB,2014J,573858,F,Ireland,A Level or Equivalent,40-50%,0-35,3,330,N,Withdrawn
BBB,2013J,534014,M,Scotland,No Formal quals,50-60%,55<=,2,160,Y,Pass
FFF,2013B,634340,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,430,N,Pass
GGG,2013J,676600,M,Scotland,No Formal quals,20-30%,55<=,1,30,N,Pass
FFF,2013J,640773,F,Scotland,A Level or Equivalent,0-10%,0-35,2,60,N,Pass
BBB,2014B,529212,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
GGG,2013J,556659,M,Ireland,HE Qualification,0-10%,0-35,1,65,N,Pass
AAA,2014J,632019,M,Scotland,A Level or Equivalent,10-20,0-35,4,140,N,Withdrawn
CCC,2014B,2682682,F,North Western Region,Post Graduate Qualification,40-50%,35-55,0,195,N,Fail
AAA,2014B,548095,F,Wales,A Level or Equivalent,40-50%,55<=,0,150,N,Fail
DDD,2014J,546396,M,North Western Region,A Level or Equivalent,10-20,55<=,2,60,N,Withdrawn
GGG,2014B,2631298,F,West Midlands Region,HE Qualification,30-40%,55<=,0,135,N,Pass
DDD,2014B,595593,F,Wales,A Level or Equivalent,50-60%,0-35,4,135,N,Withdrawn
CCC,2014J,299561,M,North Region,Lower Than A Level,70-80%,55<=,0,65,Y,Distinction
GGG,2014B,1948159,M,London Region,A Level or Equivalent,50-60%,0-35,0,195,N,Pass
FFF,2014J,675989,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,145,N,Pass
DDD,2013B,230383,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,5,540,N,Fail
FFF,2014J,253763,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,360,N,Fail
DDD,2013J,521329,F,Scotland,A Level or Equivalent,40-50%,35-55,2,145,N,Pass
DDD,2014B,77995,F,Ireland,HE Qualification,70-80%,0-35,0,235,N,Pass
FFF,2013B,535773,F,East Midlands Region,A Level or Equivalent,10-20,35-55,1,105,N,Withdrawn
BBB,2013J,557040,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,280,N,Pass
EEE,2014J,341876,M,East Anglian Region,Lower Than A Level,40-50%,0-35,5,540,Y,Pass
FFF,2014J,514987,F,East Anglian Region,No Formal quals,40-50%,0-35,1,40,N,Fail
BBB,2013J,571577,F,Scotland,A Level or Equivalent,20-30%,55<=,6,370,N,Pass
FFF,2014B,609811,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,4,330,N,Pass
CCC,2014B,1197062,M,North Region,A Level or Equivalent,0-10%,0-35,0,80,N,Pass
BBB,2013B,692477,F,South East Region,A Level or Equivalent,80-90%,35-55,1,110,N,Distinction
BBB,2014J,470674,M,Scotland,Post Graduate Qualification,20-30%,0-35,0,30,N,Withdrawn
DDD,2014J,69489,F,South West Region,A Level or Equivalent,70-80%,0-35,0,75,N,Fail
DDD,2014B,624197,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,235,N,Pass
FFF,2014J,689636,F,North Western Region,Lower Than A Level,40-50%,55<=,6,540,N,Pass
CCC,2014J,482554,F,East Anglian Region,HE Qualification,40-50%,55<=,0,480,N,Fail
GGG,2014J,648787,F,East Anglian Region,Lower Than A Level,N/A,0-35,0,180,N,Pass
FFF,2014J,681798,M,North Western Region,A Level or Equivalent,10-20,0-35,1,90,N,Pass
FFF,2014B,646097,F,West Midlands Region,No Formal quals,50-60%,55<=,2,255,N,Pass
EEE,2014B,2652209,F,North Western Region,Lower Than A Level,40-50%,35-55,3,195,N,Pass
AAA,2014B,421326,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,3,345,N,Distinction
FFF,2014J,596805,M,West Midlands Region,Post Graduate Qualification,50-60%,35-55,0,325,Y,Withdrawn
GGG,2014J,615356,F,London Region,A Level or Equivalent,40-50%,0-35,0,280,Y,Distinction
DDD,2013J,363906,M,Yorkshire Region,Post Graduate Qualification,20-30%,35-55,2,630,N,Fail
BBB,2013J,2019837,F,London Region,Lower Than A Level,70-80%,0-35,5,130,N,Distinction
FFF,2013J,581889,F,Scotland,A Level or Equivalent,60-70%,35-55,3,120,N,Fail
GGG,2013J,566181,F,North Western Region,HE Qualification,40-50%,0-35,2,255,N,Pass
EEE,2013J,580389,M,South West Region,A Level or Equivalent,80-90%,0-35,3,160,N,Pass
DDD,2014J,285567,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,140,N,Withdrawn
EEE,2014J,610455,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,6,150,N,Pass
FFF,2013B,635771,F,North Western Region,No Formal quals,80-90%,55<=,0,300,Y,Pass
FFF,2013J,523061,F,London Region,Lower Than A Level,60-70%,55<=,0,220,N,Withdrawn
DDD,2014J,2436873,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,480,N,Pass
FFF,2014J,529452,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,330,N,Pass
FFF,2014J,570061,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,6,225,N,Withdrawn
BBB,2013J,417724,M,East Anglian Region,Lower Than A Level,20-30%,55<=,6,150,N,Pass
CCC,2014J,524384,F,Scotland,A Level or Equivalent,90-100%,35-55,0,90,N,Fail
DDD,2013J,551478,M,London Region,A Level or Equivalent,10-20,35-55,0,130,N,Withdrawn
CCC,2014B,2621695,M,London Region,Lower Than A Level,80-90%,0-35,0,585,Y,Pass
FFF,2014J,618519,F,Wales,Lower Than A Level,70-80%,0-35,5,180,Y,Withdrawn
DDD,2014J,573242,F,South West Region,A Level or Equivalent,10-20,0-35,5,115,N,Pass
DDD,2014J,676373,F,Scotland,A Level or Equivalent,20-30%,0-35,0,70,Y,Pass
CCC,2014J,552826,M,Scotland,A Level or Equivalent,20-30%,35-55,0,280,Y,Fail
EEE,2014J,681789,F,South Region,A Level or Equivalent,60-70%,35-55,5,90,N,Distinction
GGG,2013J,504819,F,South East Region,Lower Than A Level,30-40%,0-35,5,65,N,Pass
DDD,2013J,1491894,F,Wales,HE Qualification,10-20,35-55,6,355,N,Distinction
FFF,2014J,575824,F,Wales,A Level or Equivalent,20-30%,0-35,0,115,N,Pass
DDD,2013J,610059,F,London Region,A Level or Equivalent,80-90%,0-35,6,100,Y,Pass
FFF,2014J,621307,M,London Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn
FFF,2014J,685333,F,South West Region,No Formal quals,30-40%,55<=,0,165,N,Pass
FFF,2013J,688964,F,North Region,A Level or Equivalent,N/A,0-35,4,585,N,Distinction
EEE,2014B,695956,M,South East Region,Lower Than A Level,80-90%,35-55,3,210,Y,Pass
FFF,2014J,617576,M,Ireland,A Level or Equivalent,60-70%,0-35,5,310,Y,Withdrawn
FFF,2014B,2692632,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,235,Y,Fail
FFF,2014J,560772,M,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Fail
EEE,2014J,558054,M,North Western Region,Lower Than A Level,30-40%,35-55,6,210,N,Pass
BBB,2013J,45664,F,East Midlands Region,A Level or Equivalent,60-70%,55<=,1,130,N,Pass
DDD,2014B,388484,F,South East Region,No Formal quals,90-100%,0-35,0,480,N,Pass
EEE,2014J,656175,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,4,235,N,Withdrawn
FFF,2014J,432232,M,Wales,No Formal quals,60-70%,55<=,0,180,N,Distinction
CCC,2014J,558309,M,East Anglian Region,HE Qualification,40-50%,55<=,3,165,Y,Pass
BBB,2014B,626556,M,South West Region,No Formal quals,80-90%,0-35,2,430,N,Withdrawn
BBB,2014J,557085,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,70,N,Pass
CCC,2014J,498980,F,Wales,A Level or Equivalent,0-10%,0-35,0,235,N,Pass
DDD,2014J,686034,F,Wales,HE Qualification,20-30%,55<=,4,90,N,Withdrawn
GGG,2014B,549397,M,North Western Region,A Level or Equivalent,40-50%,55<=,1,255,N,Withdrawn
AAA,2013J,2631225,F,North Region,Post Graduate Qualification,0-10%,0-35,4,310,Y,Pass
BBB,2013J,1966597,M,North Region,Lower Than A Level,80-90%,35-55,4,240,N,Pass
BBB,2013B,554746,M,South West Region,HE Qualification,0-10%,0-35,5,90,N,Withdrawn
GGG,2013J,230761,F,Wales,A Level or Equivalent,70-80%,35-55,3,190,Y,Withdrawn
AAA,2013J,685285,F,East Anglian Region,Post Graduate Qualification,70-80%,35-55,0,80,Y,Pass
BBB,2013B,689397,F,North Region,A Level or Equivalent,0-10%,0-35,2,630,N,Pass
DDD,2014J,655155,F,South East Region,A Level or Equivalent,90-100%,35-55,0,190,N,Withdrawn
BBB,2013J,686201,M,South West Region,No Formal quals,0-10%,55<=,0,115,N,Distinction
FFF,2014B,610449,M,Wales,Post Graduate Qualification,50-60%,35-55,6,90,N,Withdrawn
BBB,2014J,388323,F,North Region,Lower Than A Level,50-60%,35-55,0,420,N,Distinction
BBB,2014J,2034000,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn
GGG,2013J,336696,M,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
GGG,2013J,630343,F,Yorkshire Region,A Level or Equivalent,0-10%,55<=,4,315,N,Fail
BBB,2014B,598103,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,200,N,Pass
FFF,2013B,2143922,M,South West Region,Lower Than A Level,10-20,55<=,0,160,N,Withdrawn
CCC,2013J,598395,F,South Region,A Level or Equivalent,10-20,0-35,2,160,N,Distinction
CCC,2014B,479267,F,South East Region,A Level or Equivalent,N/A,0-35,0,150,N,Distinction
FFF,2013J,604340,M,South Region,A Level or Equivalent,30-40%,0-35,0,175,N,Fail
BBB,2014J,178639,M,Scotland,A Level or Equivalent,50-60%,55<=,0,330,N,Fail
BBB,2013B,689711,M,North Region,A Level or Equivalent,60-70%,0-35,0,80,N,Fail
BBB,2014B,607600,F,South Region,Lower Than A Level,50-60%,55<=,4,345,N,Withdrawn
BBB,2013B,2268069,F,North Region,A Level or Equivalent,10-20,55<=,5,50,N,Pass
EEE,2013J,498266,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,225,N,Withdrawn
GGG,2013J,599199,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,130,N,Pass
DDD,2013J,506309,M,Yorkshire Region,A Level or Equivalent,30-40%,55<=,1,655,N,Withdrawn
EEE,2014J,527102,M,South West Region,A Level or Equivalent,70-80%,0-35,1,80,N,Distinction
DDD,2014J,2454653,M,West Midlands Region,A Level or Equivalent,20-30%,55<=,3,540,N,Withdrawn
FFF,2014B,544289,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,6,355,N,Pass
AAA,2014B,680714,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,205,N,Pass
BBB,2013J,629867,M,Scotland,A Level or Equivalent,10-20,0-35,0,155,N,Withdrawn
CCC,2013B,1090738,M,Scotland,A Level or Equivalent,20-30%,0-35,4,180,N,Pass
FFF,2014J,578956,F,East Anglian Region,Lower Than A Level,0-10%,0-35,6,110,N,Withdrawn
CCC,2014J,925553,M,North Western Region,HE Qualification,30-40%,0-35,3,55,Y,Distinction
GGG,2014B,627670,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Distinction
CCC,2013B,575302,M,South Region,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn
BBB,2013B,310968,F,Ireland,A Level or Equivalent,90-100%,0-35,5,100,N,Pass
CCC,2013J,623740,M,South Region,A Level or Equivalent,N/A,0-35,0,115,N,Pass
DDD,2014J,677828,M,South Region,HE Qualification,20-30%,0-35,0,55,Y,Pass
DDD,2014J,628662,F,South Region,A Level or Equivalent,30-40%,0-35,6,540,Y,Withdrawn
BBB,2013B,1699264,M,West Midlands Region,A Level or Equivalent,N/A,35-55,1,325,N,Withdrawn
BBB,2014J,389639,M,London Region,A Level or Equivalent,40-50%,0-35,0,80,N,Pass
AAA,2014B,562619,M,South East Region,Post Graduate Qualification,80-90%,55<=,5,240,Y,Distinction
DDD,2014J,443300,M,Scotland,Post Graduate Qualification,30-40%,55<=,6,345,N,Withdrawn
EEE,2013J,682050,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,360,N,Withdrawn
BBB,2013B,1700371,F,Scotland,Lower Than A Level,50-60%,0-35,0,150,Y,Pass
FFF,2014J,689309,M,North Western Region,A Level or Equivalent,0-10%,55<=,4,370,N,Distinction
GGG,2013J,616333,M,North Region,Lower Than A Level,70-80%,35-55,0,170,N,Pass
CCC,2014J,693416,M,East Anglian Region,No Formal quals,0-10%,55<=,0,215,N,Pass
CCC,2014J,372509,F,North Western Region,A Level or Equivalent,10-20,0-35,6,655,N,Pass
DDD,2014J,549087,M,South Region,Lower Than A Level,40-50%,0-35,0,190,N,Pass
CCC,2014J,605930,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,200,N,Pass
BBB,2013J,480181,F,East Anglian Region,No Formal quals,10-20,35-55,1,145,N,Fail
EEE,2013J,629029,F,North Region,HE Qualification,60-70%,0-35,0,420,Y,Distinction
BBB,2014B,2643122,F,South East Region,A Level or Equivalent,60-70%,0-35,0,190,N,Pass
FFF,2014J,437030,F,London Region,A Level or Equivalent,90-100%,0-35,2,240,N,Pass
CCC,2014J,525490,F,North Region,A Level or Equivalent,0-10%,0-35,6,280,N,Pass
DDD,2014J,623812,F,North Western Region,A Level or Equivalent,10-20,0-35,5,95,N,Pass
FFF,2013J,365939,M,West Midlands Region,Post Graduate Qualification,N/A,0-35,6,60,N,Withdrawn
GGG,2014B,598199,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,50,N,Withdrawn
DDD,2014B,695653,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,160,N,Fail
DDD,2013J,561386,F,South Region,No Formal quals,50-60%,0-35,2,170,N,Fail
BBB,2014J,471925,F,Scotland,Post Graduate Qualification,90-100%,35-55,5,225,N,Fail
AAA,2014B,676324,F,Ireland,A Level or Equivalent,0-10%,55<=,5,115,N,Pass
FFF,2013J,203149,F,North Western Region,A Level or Equivalent,60-70%,0-35,6,355,N,Pass
DDD,2014B,593556,F,Wales,Lower Than A Level,N/A,35-55,5,420,N,Fail
CCC,2014J,648640,M,Scotland,HE Qualification,70-80%,0-35,4,85,Y,Pass
AAA,2013J,692553,M,London Region,HE Qualification,30-40%,35-55,0,150,N,Fail
FFF,2014B,612429,M,Ireland,A Level or Equivalent,10-20,0-35,0,255,N,Pass
BBB,2013J,557308,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,95,N,Fail
FFF,2014B,597627,F,North Western Region,Lower Than A Level,70-80%,55<=,5,60,Y,Pass
AAA,2014B,629867,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,4,30,N,Pass
CCC,2013J,601997,M,North Western Region,Post Graduate Qualification,20-30%,55<=,0,60,N,Pass
CCC,2013J,2554973,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,655,N,Pass
FFF,2013J,613617,F,South East Region,A Level or Equivalent,80-90%,0-35,5,210,N,Pass
BBB,2014B,646090,M,South Region,A Level or Equivalent,40-50%,0-35,1,170,N,Pass
FFF,2013B,625477,M,Wales,HE Qualification,10-20,0-35,5,255,N,Withdrawn
BBB,2014J,331315,F,South East Region,HE Qualification,60-70%,0-35,2,360,Y,Withdrawn
FFF,2014J,676969,M,North Region,A Level or Equivalent,10-20,0-35,0,155,N,Fail
CCC,2013J,417263,M,Yorkshire Region,HE Qualification,80-90%,35-55,0,80,N,Distinction
FFF,2013J,469633,F,Wales,Lower Than A Level,40-50%,0-35,5,55,N,Pass
AAA,2014B,2091193,M,Scotland,A Level or Equivalent,0-10%,35-55,0,235,N,Withdrawn
GGG,2013B,674497,F,Wales,A Level or Equivalent,20-30%,0-35,2,540,N,Pass
FFF,2014J,263022,M,East Anglian Region,No Formal quals,10-20,0-35,0,90,Y,Withdrawn
BBB,2013J,564445,F,South Region,No Formal quals,0-10%,0-35,5,540,N,Withdrawn
EEE,2014J,656204,F,South Region,Lower Than A Level,10-20,0-35,1,175,N,Pass
FFF,2014B,558284,M,Scotland,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn
CCC,2014J,675052,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,2,85,N,Fail
BBB,2014J,2164944,M,South West Region,A Level or Equivalent,20-30%,35-55,2,175,N,Withdrawn
BBB,2013J,523169,F,East Anglian Region,No Formal quals,50-60%,0-35,0,180,N,Pass
CCC,2014J,589707,F,East Midlands Region,No Formal quals,10-20,0-35,4,255,Y,Withdrawn
GGG,2014B,634523,M,East Anglian Region,HE Qualification,80-90%,55<=,5,390,N,Fail
DDD,2013J,132932,F,North Region,No Formal quals,70-80%,55<=,5,60,Y,Pass
EEE,2013J,610094,F,Scotland,A Level or Equivalent,0-10%,0-35,2,235,Y,Withdrawn
DDD,2014J,2399361,M,Scotland,A Level or Equivalent,80-90%,0-35,0,315,N,Distinction
EEE,2013J,633679,M,East Midlands Region,A Level or Equivalent,90-100%,55<=,0,255,N,Withdrawn
GGG,2014J,495875,F,Scotland,No Formal quals,40-50%,55<=,0,220,N,Distinction
GGG,2014B,648105,M,East Midlands Region,Lower Than A Level,50-60%,55<=,0,70,N,Pass
GGG,2013J,598788,M,Scotland,A Level or Equivalent,80-90%,35-55,0,190,N,Pass
CCC,2014B,568551,F,Wales,No Formal quals,20-30%,35-55,5,70,N,Pass
FFF,2013B,656784,M,Scotland,A Level or Equivalent,80-90%,35-55,4,135,N,Fail
FFF,2014J,624069,F,London Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
GGG,2013B,653661,M,Scotland,A Level or Equivalent,50-60%,0-35,0,40,N,Pass
GGG,2013J,679939,M,London Region,HE Qualification,20-30%,0-35,6,360,N,Withdrawn
BBB,2014J,1531649,M,Scotland,Lower Than A Level,40-50%,0-35,1,30,N,Distinction
GGG,2014J,1830562,F,London Region,A Level or Equivalent,70-80%,35-55,4,95,N,Withdrawn
GGG,2014J,365288,F,South East Region,HE Qualification,20-30%,55<=,5,180,N,Pass
DDD,2014J,313246,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn
DDD,2014B,572303,M,Ireland,HE Qualification,90-100%,55<=,5,120,N,Pass
CCC,2014J,601418,F,South East Region,A Level or Equivalent,30-40%,55<=,2,140,N,Pass
CCC,2014B,354698,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,2,180,Y,Withdrawn
DDD,2013J,591219,F,London Region,Post Graduate Qualification,60-70%,0-35,0,180,Y,Pass
FFF,2014J,237602,F,South East Region,Post Graduate Qualification,80-90%,0-35,5,325,Y,Pass
CCC,2014B,678490,F,Ireland,A Level or Equivalent,20-30%,55<=,3,70,Y,Fail
BBB,2014J,645145,F,London Region,A Level or Equivalent,40-50%,35-55,5,400,N,Pass
FFF,2013J,680747,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
FFF,2014B,588676,M,Scotland,Lower Than A Level,50-60%,0-35,0,480,N,Withdrawn
AAA,2013J,630635,M,Ireland,Post Graduate Qualification,20-30%,0-35,0,60,N,Pass
DDD,2013J,678283,F,North Western Region,HE Qualification,30-40%,55<=,0,345,N,Fail
AAA,2014J,675442,M,Yorkshire Region,Lower Than A Level,0-10%,55<=,4,175,N,Withdrawn
EEE,2014B,331104,F,East Anglian Region,Post Graduate Qualification,0-10%,55<=,1,280,N,Withdrawn
CCC,2013J,2063436,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,Y,Pass
FFF,2013J,683779,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass
AAA,2013J,1436558,F,North Western Region,A Level or Equivalent,60-70%,0-35,4,250,N,Fail
BBB,2014J,153704,M,Scotland,Lower Than A Level,70-80%,0-35,0,40,N,Pass
CCC,2014J,555721,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,190,N,Withdrawn
DDD,2013J,2282129,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,370,N,Pass
DDD,2014J,508400,F,South West Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail
DDD,2013J,2159336,M,South Region,A Level or Equivalent,80-90%,0-35,6,140,N,Withdrawn
DDD,2014B,53360,M,East Anglian Region,A Level or Equivalent,0-10%,55<=,0,150,N,Fail
FFF,2014J,651087,M,London Region,Lower Than A Level,30-40%,0-35,6,50,N,Fail
FFF,2014J,675638,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,160,N,Fail
BBB,2013B,693763,F,North Western Region,A Level or Equivalent,90-100%,0-35,1,280,N,Distinction
GGG,2014B,290914,M,South East Region,No Formal quals,N/A,0-35,5,630,N,Withdrawn
BBB,2014B,512118,M,South East Region,A Level or Equivalent,0-10%,0-35,0,140,N,Fail
GGG,2013J,606435,F,South East Region,A Level or Equivalent,10-20,55<=,0,255,N,Withdrawn
DDD,2014J,599262,M,London Region,A Level or Equivalent,N/A,0-35,0,270,N,Pass
BBB,2013B,585355,M,Scotland,HE Qualification,40-50%,55<=,5,240,N,Pass
BBB,2013J,517553,F,South Region,A Level or Equivalent,10-20,0-35,0,170,N,Pass
GGG,2013B,593846,M,West Midlands Region,Lower Than A Level,20-30%,0-35,5,355,N,Pass
GGG,2013J,549262,M,Ireland,Lower Than A Level,80-90%,35-55,0,110,N,Distinction
FFF,2013J,677230,M,North Region,A Level or Equivalent,N/A,0-35,2,60,N,Withdrawn
FFF,2014B,384026,F,North Western Region,No Formal quals,70-80%,0-35,4,430,N,Pass
BBB,2014J,678419,M,Scotland,A Level or Equivalent,N/A,0-35,0,420,N,Fail
BBB,2014B,249996,F,Wales,A Level or Equivalent,10-20,0-35,0,315,N,Pass
FFF,2014J,437872,M,London Region,Lower Than A Level,20-30%,55<=,6,110,N,Distinction
