gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,bachelor's degree,standard,none,97,71,49
male,group B,associate's degree,standard,none,30,67,99
female,group E,some high school,free/reduced,completed,36,83,58
male,group D,associate's degree,free/reduced,completed,96,83,90
female,group A,some college,standard,none,22,68,59
male,group B,some high school,standard,none,53,26,37
male,group E,bachelor's degree,standard,none,82,74,71
female,group C,bachelor's degree,standard,none,0,55,80
female,group D,some college,standard,completed,77,43,99
male,group A,some high school,standard,none,72,44,65
male,group A,some high school,standard,completed,8,93,62
male,group D,associate's degree,standard,none,48,73,45
male,group D,high school,free/reduced,none,18,52,35
female,group C,associate's degree,free/reduced,none,78,95,84
female,group A,master's degree,standard,completed,78,89,50
female,group A,bachelor's degree,standard,completed,59,87,83
male,group E,high school,standard,completed,75,34,77
female,group E,some high school,standard,none,85,61,78
male,group D,associate's degree,standard,none,48,85,82
female,group E,associate's degree,free/reduced,completed,27,85,98
female,group B,some high school,free/reduced,none,77,68,23
female,group B,associate's degree,standard,none,67,82,49
female,group E,associate's degree,standard,none,100,86,28
female,group E,bachelor's degree,standard,none,61,41,64
male,group B,bachelor's degree,standard,none,78,42,86
female,group E,master's degree,standard,none,93,76,10
female,group E,some college,standard,none,38,80,76
male,group A,some college,free/reduced,completed,53,89,88
female,group D,some high school,free/reduced,completed,97,79,39
female,group D,high school,free/reduced,completed,26,89,44
female,group B,some college,free/reduced,completed,69,48,54
male,group E,associate's degree,free/reduced,none,44,70,42
female,group D,master's degree,standard,none,88,68,56
female,group D,master's degree,free/reduced,none,28,54,79
female,group A,bachelor's degree,standard,none,33,87,47
male,group E,some high school,standard,none,77,60,98
male,group E,high school,standard,none,73,58,54
female,group B,associate's degree,standard,completed,86,48,37
female,group E,high school,free/reduced,completed,82,39,75
female,group E,master's degree,standard,completed,50,62,27
female,group A,some high school,standard,completed,73,95,94
male,group D,high school,free/reduced,none,33,56,54
male,group C,master's degree,free/reduced,none,89,97,70
female,group A,master's degree,free/reduced,none,54,51,84
female,group E,master's degree,standard,none,48,85,42
female,group E,bachelor's degree,free/reduced,none,86,97,49
male,group D,bachelor's degree,standard,none,49,47,73
male,group D,bachelor's degree,free/reduced,completed,28,100,37
male,group E,high school,standard,completed,70,84,23
male,group D,high school,standard,completed,36,80,41
female,group D,master's degree,free/reduced,completed,97,64,40
female,group C,master's degree,free/reduced,none,52,58,56
female,group B,some high school,standard,completed,80,95,41
male,group D,some high school,free/reduced,none,42,41,88
male,group D,some high school,standard,completed,82,56,86
female,group E,master's degree,standard,none,47,86,19
female,group C,associate's degree,free/reduced,none,83,79,72
male,group E,bachelor's degree,standard,completed,54,23,76
female,group B,bachelor's degree,standard,none,51,75,46
female,group C,some college,free/reduced,completed,43,81,86
female,group D,high school,standard,none,72,87,30
female,group B,bachelor's degree,standard,none,46,68,64
male,group A,bachelor's degree,standard,completed,34,50,19
male,group C,associate's degree,standard,none,88,55,67
female,group E,master's degree,free/reduced,completed,95,94,46
female,group E,master's degree,standard,none,26,28,59
male,group E,some high school,free/reduced,none,54,68,71
female,group C,high school,standard,none,57,89,27
male,group C,some college,free/reduced,none,41,82,27
male,group E,some college,free/reduced,none,37,80,40
male,group B,high school,free/reduced,none,71,49,85
female,group E,bachelor's degree,free/reduced,completed,36,74,35
male,group D,some high school,standard,none,99,26,81
female,group A,master's degree,free/reduced,none,66,81,64
male,group A,associate's degree,free/reduced,none,74,42,61
female,group C,some high school,free/reduced,none,99,39,82
male,group A,high school,standard,none,81,68,55
male,group B,master's degree,standard,none,44,32,55
female,group A,bachelor's degree,free/reduced,completed,57,80,73
male,group C,some college,standard,none,58,40,46
female,group C,some high school,standard,completed,93,69,92
male,group B,associate's degree,free/reduced,none,96,76,71
male,group E,some college,standard,none,41,31,43
male,group B,high school,standard,completed,68,56,90
male,group D,associate's degree,standard,none,42,73,61
male,group D,some high school,standard,none,24,51,39
male,group A,master's degree,standard,completed,0,44,69
female,group D,master's degree,standard,none,99,32,83
female,group E,bachelor's degree,free/reduced,none,90,44,70
female,group B,master's degree,standard,completed,46,24,78
female,group C,master's degree,standard,completed,72,60,65
female,group D,some college,standard,none,75,49,81
female,group E,bachelor's degree,free/reduced,completed,44,91,82
male,group E,bachelor's degree,free/reduced,none,27,65,32
male,group C,some high school,standard,completed,37,87,67
male,group C,bachelor's degree,standard,completed,35,85,22
female,group D,master's degree,standard,none,26,54,42
male,group D,some high school,free/reduced,none,56,91,81
male,group E,high school,free/reduced,none,39,69,66
female,group E,some high school,standard,none,72,96,75
male,group B,bachelor's degree,standard,completed,79,54,87
female,group D,associate's degree,standard,none,34,43,99
female,group E,master's degree,free/reduced,completed,41,24,73
female,group E,bachelor's degree,free/reduced,completed,58,64,44
female,group C,bachelor's degree,standard,none,96,80,19
female,group D,master's degree,free/reduced,completed,94,60,44
female,group E,high school,free/reduced,completed,44,74,41
female,group B,bachelor's degree,standard,none,0,59,87
female,group B,some high school,standard,none,19,51,23
female,group E,associate's degree,free/reduced,none,79,67,57
male,group B,associate's degree,free/reduced,completed,37,49,23
male,group B,some college,standard,none,51,72,76
male,group D,master's degree,standard,completed,44,77,79
female,group A,associate's degree,free/reduced,none,29,78,66
male,group E,high school,free/reduced,none,71,76,68
female,group D,master's degree,free/reduced,completed,39,43,74
female,group D,master's degree,free/reduced,completed,91,39,49
male,group D,master's degree,standard,completed,92,62,89
male,group D,bachelor's degree,free/reduced,none,32,93,95
female,group D,high school,free/reduced,none,100,59,82
male,group E,some college,standard,none,27,67,71
male,group A,high school,standard,none,46,42,97
male,group D,some college,standard,none,58,83,89
female,group E,bachelor's degree,free/reduced,none,53,53,80
female,group D,associate's degree,free/reduced,none,34,65,83
male,group E,master's degree,free/reduced,none,60,49,15
female,group D,some high school,free/reduced,none,74,83,55
female,group A,master's degree,standard,none,85,63,66
male,group D,bachelor's degree,standard,none,82,97,27
female,group E,high school,standard,completed,79,60,84
female,group B,some college,standard,none,52,32,34
male,group E,master's degree,free/reduced,none,0,26,28
female,group B,associate's degree,standard,none,76,23,47
male,group C,some high school,standard,none,64,40,42
female,group E,some college,standard,none,47,72,30
male,group A,high school,standard,completed,50,64,90
male,group A,associate's degree,standard,completed,72,24,99
female,group B,some college,free/reduced,none,32,51,39
female,group D,high school,standard,none,92,76,59
female,group C,some college,standard,none,71,31,69
male,group E,master's degree,standard,none,33,67,42
female,group D,high school,free/reduced,none,62,29,95
female,group E,master's degree,free/reduced,none,96,95,70
male,group E,high school,free/reduced,completed,28,43,41
female,group E,master's degree,standard,none,70,47,63
female,group D,master's degree,standard,completed,94,79,65
female,group C,associate's degree,free/reduced,none,45,68,86
male,group A,some high school,standard,completed,62,23,48
female,group E,bachelor's degree,free/reduced,completed,50,97,42
female,group D,associate's degree,free/reduced,completed,87,50,70
female,group A,master's degree,free/reduced,none,35,28,19
male,group B,some high school,standard,none,41,69,90
female,group D,associate's degree,standard,none,85,90,41
male,group D,high school,standard,none,66,68,46
female,group A,some college,standard,none,67,90,85
male,group D,high school,free/reduced,completed,67,39,36
female,group A,bachelor's degree,standard,completed,93,68,100
female,group C,associate's degree,standard,completed,72,51,86
male,group C,associate's degree,standard,none,84,70,48
female,group D,high school,free/reduced,none,63,80,92
female,group E,associate's degree,free/reduced,completed,56,88,94
female,group C,bachelor's degree,standard,none,94,28,51
female,group C,master's degree,standard,none,37,80,53
male,group B,associate's degree,free/reduced,none,81,68,78
female,group E,some high school,free/reduced,none,41,58,36
female,group D,master's degree,standard,completed,97,23,92
female,group A,master's degree,free/reduced,none,47,62,68
male,group A,master's degree,free/reduced,none,45,49,88
female,group D,associate's degree,free/reduced,none,30,67,69
female,group E,bachelor's degree,standard,completed,35,49,45
female,group E,bachelor's degree,free/reduced,none,28,97,69
male,group E,master's degree,standard,none,28,51,45
male,group D,master's degree,standard,completed,93,100,23
male,group E,master's degree,standard,completed,84,99,47
female,group E,master's degree,standard,completed,40,97,73
male,group E,some college,standard,completed,67,70,23
male,group E,high school,standard,completed,54,17,51
male,group A,master's degree,standard,completed,70,47,46
male,group A,master's degree,standard,completed,57,72,91
female,group E,some college,standard,none,77,53,41
female,group D,some college,standard,none,32,85,93
female,group E,some college,standard,none,48,42,51
female,group A,master's degree,free/reduced,none,91,28,40
female,group D,bachelor's degree,free/reduced,completed,76,29,57
female,group D,bachelor's degree,standard,none,50,97,33
female,group A,some college,standard,none,24,81,60
male,group D,high school,free/reduced,completed,46,68,15
male,group D,bachelor's degree,standard,completed,49,53,50
male,group E,bachelor's degree,free/reduced,none,0,45,68
female,group B,bachelor's degree,free/reduced,none,37,97,53
female,group C,bachelor's degree,standard,none,28,63,19
male,group E,high school,standard,completed,0,91,23
male,group D,associate's degree,standard,none,28,99,40
male,group B,bachelor's degree,standard,none,87,24,74
female,group C,some college,standard,completed,89,96,36
female,group E,high school,free/reduced,none,76,77,51
female,group B,some high school,standard,completed,56,46,66
male,group B,bachelor's degree,free/reduced,none,28,32,27
female,group D,master's degree,free/reduced,none,51,43,38
female,group D,some college,free/reduced,completed,62,88,52
female,group E,master's degree,standard,completed,24,82,95
female,group D,bachelor's degree,standard,completed,93,44,30
male,group A,some college,free/reduced,none,32,82,80
female,group A,master's degree,free/reduced,completed,33,64,44
male,group A,master's degree,standard,none,85,97,41
male,group B,some college,free/reduced,completed,44,48,41
male,group D,some college,standard,none,72,31,81
male,group A,master's degree,free/reduced,none,61,29,44
male,group D,high school,free/reduced,none,80,69,91
male,group C,some high school,standard,completed,36,60,22
female,group E,bachelor's degree,standard,none,92,62,100
female,group B,master's degree,standard,completed,80,68,99
female,group D,master's degree,standard,completed,48,69,81
female,group D,some college,free/reduced,none,50,77,81
male,group C,some college,standard,none,70,95,44
male,group E,high school,free/reduced,completed,74,100,99
female,group A,some high school,free/reduced,completed,24,24,83
male,group D,some college,standard,completed,74,40,87
male,group B,some high school,free/reduced,completed,64,87,52
male,group C,bachelor's degree,standard,completed,54,24,50
male,group A,associate's degree,standard,completed,50,70,74
female,group D,some college,standard,none,37,43,89
male,group D,some high school,standard,none,69,74,67
male,group A,some college,standard,none,87,48,41
female,group B,master's degree,standard,none,90,45,27
male,group D,master's degree,standard,completed,57,82,44
female,group E,associate's degree,standard,completed,78,75,79
male,group C,associate's degree,free/reduced,completed,69,17,81
female,group D,high school,standard,none,99,54,47
female,group E,master's degree,standard,completed,29,52,91
female,group D,high school,standard,none,36,48,44
female,group D,master's degree,free/reduced,completed,72,60,52
female,group C,bachelor's degree,free/reduced,completed,59,97,86
male,group B,high school,standard,none,99,54,85
female,group B,bachelor's degree,free/reduced,completed,62,40,81
male,group C,bachelor's degree,free/reduced,none,49,85,72
female,group E,high school,standard,completed,96,74,37
male,group E,bachelor's degree,standard,completed,47,57,60
female,group C,master's degree,standard,completed,19,45,80
male,group E,master's degree,free/reduced,none,84,70,33
female,group C,some college,free/reduced,completed,46,84,61
male,group E,some high school,free/reduced,none,45,97,74
female,group B,master's degree,free/reduced,none,78,51,63
male,group D,bachelor's degree,standard,none,58,51,55
female,group D,bachelor's degree,standard,none,88,48,99
female,group A,associate's degree,free/reduced,none,84,92,76
male,group E,associate's degree,standard,none,81,23,54
female,group B,some college,standard,completed,82,45,52
female,group E,bachelor's degree,standard,none,56,81,91
male,group E,some college,standard,none,46,43,79
female,group A,some high school,standard,completed,35,51,71
male,group D,some high school,free/reduced,none,55,94,55
male,group E,some college,standard,none,53,55,23
female,group E,some college,free/reduced,none,41,23,23
female,group B,associate's degree,free/reduced,completed,84,50,70
female,group B,some college,standard,none,45,84,72
female,group B,associate's degree,free/reduced,none,90,63,59
female,group C,some college,standard,completed,35,47,74
male,group A,high school,free/reduced,completed,56,41,53
male,group A,some high school,standard,completed,47,99,56
female,group E,master's degree,standard,completed,67,61,60
male,group C,high school,free/reduced,none,43,84,54
male,group A,master's degree,standard,completed,29,83,88
female,group D,master's degree,standard,completed,37,92,82
female,group A,master's degree,free/reduced,completed,61,69,27
female,group E,master's degree,standard,none,58,97,10
female,group E,master's degree,standard,completed,46,17,38
female,group C,high school,free/reduced,completed,46,43,89
male,group C,bachelor's degree,standard,completed,66,80,94
male,group B,bachelor's degree,free/reduced,completed,44,68,86
female,group B,high school,free/reduced,none,48,57,41
male,group E,master's degree,free/reduced,completed,61,50,66
female,group B,high school,free/reduced,none,77,85,46
female,group B,high school,standard,none,58,17,90
female,group C,master's degree,standard,completed,63,67,23
female,group D,bachelor's degree,standard,completed,65,23,30
female,group B,associate's degree,standard,completed,83,77,23
male,group C,associate's degree,standard,none,77,87,34
female,group D,some high school,standard,none,33,53,85
female,group D,some high school,standard,completed,77,99,22
female,group D,high school,standard,none,82,67,99
male,group D,some college,free/reduced,completed,77,67,36
male,group E,master's degree,free/reduced,none,100,54,27
male,group E,master's degree,standard,completed,64,46,72
female,group C,associate's degree,standard,none,92,82,19
male,group C,associate's degree,free/reduced,completed,67,64,80
male,group C,some college,standard,completed,65,63,34
female,group D,high school,standard,none,36,63,42
female,group E,high school,standard,completed,43,73,41
female,group C,master's degree,standard,none,87,61,33
male,group E,high school,standard,none,40,53,73
female,group D,some high school,free/reduced,completed,100,93,30
male,group D,bachelor's degree,free/reduced,none,97,46,54
female,group B,associate's degree,standard,none,70,53,66
male,group A,master's degree,standard,none,86,43,33
male,group B,master's degree,free/reduced,completed,82,76,88
male,group C,some high school,free/reduced,completed,56,58,71
female,group C,high school,free/reduced,none,67,23,99
male,group B,high school,free/reduced,completed,83,76,34
female,group C,master's degree,standard,none,78,84,60
female,group E,high school,standard,none,41,97,67
male,group A,some college,standard,completed,89,60,41
female,group E,bachelor's degree,standard,completed,76,77,75
female,group D,master's degree,standard,none,45,90,63
male,group E,associate's degree,standard,none,35,60,95
female,group A,high school,free/reduced,none,90,23,79
female,group E,master's degree,free/reduced,none,30,80,71
female,group B,master's degree,standard,completed,52,84,41
female,group A,master's degree,free/reduced,none,69,56,88
male,group E,high school,free/reduced,none,99,94,66
male,group B,high school,standard,none,60,50,71
female,group D,high school,free/reduced,none,29,29,66
male,group E,bachelor's degree,free/reduced,none,72,43,84
male,group B,master's degree,standard,none,22,90,44
female,group A,some high school,standard,completed,61,87,96
female,group D,master's degree,standard,completed,95,38,56
female,group E,high school,standard,none,63,24,53
female,group B,associate's degree,free/reduced,completed,97,68,57
female,group C,master's degree,standard,completed,79,65,80
female,group E,some college,standard,none,63,95,70
male,group E,some college,standard,none,73,60,84
male,group C,high school,free/reduced,none,86,69,76
female,group C,some college,free/reduced,none,84,97,99
female,group E,some college,standard,none,32,31,88
female,group C,some high school,free/reduced,completed,27,55,94
male,group E,some high school,free/reduced,none,37,78,39
male,group D,master's degree,standard,none,97,43,93
female,group A,high school,free/reduced,none,0,85,48
female,group C,high school,free/reduced,completed,52,97,27
female,group C,bachelor's degree,standard,completed,71,55,60
female,group E,some college,standard,none,82,79,71
female,group B,some high school,free/reduced,none,42,26,54
male,group E,high school,free/reduced,none,87,49,53
female,group E,associate's degree,free/reduced,completed,61,43,69
male,group E,some college,free/reduced,none,24,84,35
female,group B,associate's degree,free/reduced,none,47,59,99
male,group E,master's degree,standard,none,95,68,88
female,group D,high school,standard,completed,76,81,82
male,group C,some college,free/reduced,completed,35,79,60
male,group C,high school,free/reduced,none,77,32,37
female,group B,some college,standard,none,26,92,76
female,group A,master's degree,standard,completed,45,72,55
male,group C,high school,standard,none,47,88,100
female,group A,master's degree,free/reduced,none,56,65,59
female,group E,bachelor's degree,standard,none,98,38,92
female,group D,bachelor's degree,free/reduced,completed,72,85,77
male,group D,bachelor's degree,free/reduced,none,0,45,95
female,group B,bachelor's degree,free/reduced,completed,80,66,79
male,group E,bachelor's degree,standard,completed,48,60,69
female,group E,master's degree,standard,completed,83,56,42
female,group B,high school,standard,completed,53,99,55
male,group D,associate's degree,standard,completed,100,32,41
female,group D,some college,standard,none,88,69,90
female,group B,bachelor's degree,standard,completed,93,83,79
female,group C,some high school,free/reduced,none,64,64,83
male,group D,bachelor's degree,standard,none,93,29,55
female,group D,some high school,standard,none,65,17,10
female,group E,some college,standard,none,33,89,50
male,group E,some college,standard,none,71,82,67
male,group E,bachelor's degree,free/reduced,none,59,60,96
female,group D,some high school,standard,none,18,57,89
male,group E,high school,standard,none,0,40,88
female,group E,some high school,free/reduced,none,90,52,96
male,group E,high school,free/reduced,none,28,24,19
male,group E,bachelor's degree,standard,completed,64,17,91
male,group C,master's degree,standard,completed,50,48,95
female,group D,some college,free/reduced,completed,67,61,45
male,group C,associate's degree,free/reduced,none,26,74,45
male,group E,bachelor's degree,standard,none,34,52,85
female,group C,some college,standard,completed,51,41,47
male,group C,master's degree,free/reduced,completed,69,24,75
male,group E,associate's degree,free/reduced,none,59,32,51
male,group E,high school,standard,none,37,56,99
male,group C,master's degree,free/reduced,none,26,51,34
female,group E,some college,standard,none,28,82,88
female,group E,master's degree,free/reduced,completed,51,62,74
female,group E,associate's degree,standard,none,30,76,44
female,group D,high school,standard,none,61,17,36
female,group B,associate's degree,standard,completed,56,48,45
female,group E,bachelor's degree,standard,completed,18,34,55
female,group B,high school,standard,completed,55,78,23
female,group D,master's degree,standard,none,33,80,27
female,group E,some college,free/reduced,none,98,93,56
male,group A,high school,standard,none,39,75,90
male,group A,master's degree,free/reduced,completed,76,61,49
female,group C,some high school,standard,none,34,32,100
female,group C,associate's degree,free/reduced,none,82,74,65
female,group B,master's degree,standard,completed,71,74,98
male,group C,bachelor's degree,standard,completed,73,67,41
female,group A,some college,free/reduced,completed,45,80,97
female,group D,high school,free/reduced,none,89,73,33
female,group B,bachelor's degree,free/reduced,none,37,76,78
male,group B,high school,standard,none,34,93,71
male,group B,bachelor's degree,free/reduced,completed,48,28,81
female,group C,master's degree,free/reduced,none,47,78,41
male,group B,master's degree,standard,none,96,99,46
female,group D,some college,free/reduced,completed,36,46,49
male,group C,high school,standard,completed,55,80,76
male,group A,associate's degree,free/reduced,completed,95,62,83
female,group D,bachelor's degree,standard,completed,48,77,10
male,group D,bachelor's degree,free/reduced,none,23,92,99
male,group D,master's degree,free/reduced,none,43,46,82
female,group A,high school,free/reduced,completed,80,17,76
female,group E,some high school,free/reduced,none,51,31,43
male,group A,bachelor's degree,free/reduced,none,35,79,92
female,group D,some high school,free/reduced,completed,76,90,19
male,group E,bachelor's degree,standard,none,95,54,89
male,group C,associate's degree,standard,completed,34,80,55
female,group D,bachelor's degree,free/reduced,none,57,28,79
male,group D,master's degree,free/reduced,none,30,55,57
male,group D,some college,free/reduced,completed,54,68,44
male,group D,master's degree,standard,none,19,39,23
male,group C,master's degree,standard,none,28,28,54
female,group D,bachelor's degree,standard,none,64,97,66
female,group A,bachelor's degree,standard,none,60,78,56
female,group B,high school,standard,completed,55,85,37
female,group D,master's degree,free/reduced,none,82,54,99
male,group A,master's degree,standard,none,74,45,71
female,group D,high school,free/reduced,completed,60,38,82
female,group D,high school,standard,none,68,53,88
male,group E,bachelor's degree,free/reduced,none,77,24,91
female,group C,master's degree,standard,none,52,24,46
female,group E,high school,standard,completed,26,59,58
male,group D,bachelor's degree,free/reduced,completed,18,41,71
male,group D,high school,standard,none,92,54,67
male,group A,some high school,standard,none,67,60,49
male,group C,high school,standard,completed,52,67,84
female,group B,master's degree,standard,completed,54,66,27
female,group D,master's degree,free/reduced,none,33,28,48
male,group D,associate's degree,free/reduced,none,56,26,27
female,group E,associate's degree,free/reduced,none,50,47,85
male,group E,master's degree,standard,completed,38,39,66
female,group C,bachelor's degree,standard,completed,84,74,85
male,group E,master's degree,free/reduced,none,93,97,79
male,group C,some high school,standard,none,90,90,58
female,group D,bachelor's degree,standard,none,41,78,73
female,group E,bachelor's degree,free/reduced,none,8,92,74
female,group E,high school,free/reduced,none,54,56,78
female,group D,bachelor's degree,standard,none,23,93,61
female,group B,bachelor's degree,standard,none,40,26,77
female,group E,master's degree,free/reduced,none,27,50,98
female,group E,bachelor's degree,standard,none,57,46,51
female,group E,associate's degree,standard,completed,78,86,39
female,group B,bachelor's degree,free/reduced,none,87,81,100
male,group E,some college,standard,completed,61,86,58
female,group B,bachelor's degree,standard,completed,54,82,36
female,group E,some high school,free/reduced,completed,44,48,54
male,group D,high school,standard,completed,81,83,76
female,group D,master's degree,standard,completed,61,67,66
male,group E,some college,standard,completed,32,47,83
male,group A,some college,free/reduced,none,87,82,86
female,group E,some college,free/reduced,completed,87,80,89
female,group C,associate's degree,standard,completed,89,83,43
female,group E,some college,free/reduced,none,79,85,15
female,group E,associate's degree,free/reduced,none,40,45,67
male,group C,master's degree,standard,none,34,66,55
male,group A,some high school,standard,none,33,60,67
male,group D,master's degree,standard,completed,96,34,63
female,group D,master's degree,free/reduced,none,34,17,44
male,group D,master's degree,standard,none,99,51,52
female,group E,master's degree,standard,none,80,79,88
male,group A,some high school,standard,none,97,57,44
male,group E,bachelor's degree,standard,completed,96,26,86
female,group D,high school,standard,completed,64,41,46
male,group E,master's degree,free/reduced,none,32,84,54
male,group E,bachelor's degree,free/reduced,none,59,42,70
female,group D,master's degree,free/reduced,completed,43,53,23
female,group E,associate's degree,standard,completed,97,64,73
female,group D,associate's degree,free/reduced,none,54,28,87
male,group D,bachelor's degree,free/reduced,completed,70,28,96
male,group C,master's degree,free/reduced,none,58,95,97
female,group C,master's degree,free/reduced,completed,68,66,41
male,group E,bachelor's degree,standard,none,61,94,28
female,group D,high school,standard,none,37,66,47
female,group E,master's degree,standard,none,82,41,28
male,group D,master's degree,free/reduced,completed,18,43,70
female,group B,some high school,standard,none,28,62,81
male,group D,high school,standard,completed,76,95,61
male,group A,some college,free/reduced,completed,65,38,66
female,group B,some high school,free/reduced,completed,0,29,91
female,group C,bachelor's degree,free/reduced,completed,34,44,93
male,group E,associate's degree,standard,completed,8,65,42
female,group C,some high school,standard,completed,24,99,22
male,group B,some high school,free/reduced,none,59,68,46
female,group A,bachelor's degree,standard,none,35,38,84
female,group D,high school,standard,none,91,39,19
male,group B,some high school,standard,completed,81,97,84
female,group D,master's degree,standard,none,59,60,62
male,group C,bachelor's degree,standard,completed,33,78,41
male,group C,high school,free/reduced,completed,97,82,88
female,group C,some high school,free/reduced,none,95,82,80
female,group C,some high school,standard,none,48,60,72
female,group D,some college,standard,completed,33,24,100
male,group B,bachelor's degree,standard,completed,41,78,59
male,group E,some high school,standard,none,19,45,45
female,group A,master's degree,standard,none,26,43,53
female,group D,some high school,free/reduced,completed,97,91,51
female,group E,bachelor's degree,standard,completed,59,43,67
female,group C,some college,standard,completed,81,28,86
female,group C,high school,standard,none,40,87,22
male,group A,master's degree,free/reduced,none,37,62,49
female,group E,some college,free/reduced,none,40,77,59
female,group E,high school,standard,completed,87,17,66
female,group D,bachelor's degree,free/reduced,none,26,92,93
female,group D,high school,free/reduced,completed,40,72,83
male,group C,some college,standard,none,71,91,48
male,group E,associate's degree,standard,none,59,24,98
male,group D,some high school,free/reduced,none,85,50,62
female,group D,some college,standard,completed,71,84,98
male,group D,master's degree,free/reduced,completed,100,45,57
female,group A,master's degree,standard,completed,50,55,84
male,group B,associate's degree,standard,completed,38,62,42
male,group E,associate's degree,free/reduced,none,40,56,83
female,group D,high school,standard,none,92,75,10
male,group D,master's degree,free/reduced,completed,37,32,89
female,group B,associate's degree,free/reduced,completed,62,43,35
male,group D,some college,standard,none,37,58,55
male,group D,bachelor's degree,free/reduced,none,92,81,23
female,group E,some college,standard,completed,65,78,39
female,group C,bachelor's degree,free/reduced,completed,68,66,76
male,group D,some high school,free/reduced,none,85,38,92
female,group B,some high school,free/reduced,completed,92,44,97
female,group C,associate's degree,free/reduced,none,90,86,99
female,group C,bachelor's degree,free/reduced,none,46,53,54
male,group D,master's degree,standard,none,65,28,59
male,group E,some college,standard,none,89,75,56
female,group D,high school,standard,completed,71,54,19
female,group B,master's degree,standard,completed,28,49,88
male,group A,some high school,standard,completed,89,60,74
female,group E,associate's degree,standard,completed,50,87,98
female,group B,bachelor's degree,standard,completed,92,17,55
male,group C,some college,free/reduced,none,34,66,96
female,group A,some high school,free/reduced,none,66,79,49
male,group D,some college,standard,none,40,69,23
female,group B,bachelor's degree,standard,completed,23,49,39
female,group B,some college,free/reduced,completed,72,99,72
male,group C,high school,free/reduced,completed,66,86,32
female,group C,associate's degree,standard,none,99,43,34
female,group A,bachelor's degree,standard,completed,27,75,54
male,group D,some high school,free/reduced,none,91,32,36
male,group A,some college,standard,none,77,73,59
male,group B,bachelor's degree,standard,none,82,71,98
male,group D,bachelor's degree,standard,none,47,29,30
male,group C,high school,free/reduced,completed,29,73,97
male,group E,master's degree,standard,none,0,69,15
male,group E,some college,standard,none,97,68,22
male,group B,high school,standard,completed,72,70,37
male,group D,some college,standard,none,71,100,81
female,group D,master's degree,standard,completed,88,56,35
male,group D,master's degree,standard,completed,100,83,72
female,group D,high school,standard,completed,66,88,46
male,group C,associate's degree,standard,none,42,48,51
female,group D,associate's degree,standard,none,99,41,15
female,group A,bachelor's degree,standard,none,26,38,42
female,group E,bachelor's degree,standard,none,53,37,46
female,group D,bachelor's degree,free/reduced,completed,54,24,78
female,group B,high school,free/reduced,completed,100,43,97
male,group B,master's degree,standard,completed,54,24,86
female,group A,master's degree,standard,completed,26,28,50
male,group E,master's degree,standard,completed,82,23,46
male,group E,some college,free/reduced,none,83,26,65
male,group D,high school,standard,completed,74,26,71
male,group B,high school,standard,none,78,50,58
female,group E,bachelor's degree,standard,none,54,64,51
female,group E,some college,standard,completed,59,42,37
female,group D,master's degree,standard,none,49,48,58
male,group A,associate's degree,standard,completed,32,90,81
